# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Uelm_bnd
# 14 Uelm_out_mvw
# 15 Uelm_inj_mvw
# 16 Dens_solar_ion
# 17 Ntot_solar_ion
# 18 Zavg_solar_ion
# 19 Ukin_solar_ion
# 20 Urad_solar_ion
# 21 Dens_solar_electron
# 22 Ntot_solar_electron
# 23 Zavg_solar_electron
# 24 Ukin_solar_electron
# 25 Urad_solar_electron
# 26 Uelm_Ex
# 27 Uelm_Ey
# 28 Uelm_Ez
# 29 Uelm_Bx_m
# 30 Uelm_By_m
# 31 Uelm_Bz_m
# 32 ExMin
# 33 ExMinCell
# 34 ExMax
# 35 ExMaxCell
# 36 EyMin
# 37 EyMinCell
# 38 EyMax
# 39 EyMaxCell
# 40 EzMin
# 41 EzMinCell
# 42 EzMax
# 43 EzMaxCell
# 44 Bx_mMin
# 45 Bx_mMinCell
# 46 Bx_mMax
# 47 Bx_mMaxCell
# 48 By_mMin
# 49 By_mMinCell
# 50 By_mMax
# 51 By_mMaxCell
# 52 Bz_mMin
# 53 Bz_mMinCell
# 54 Bz_mMax
# 55 Bz_mMaxCell
# 56 JxMin
# 57 JxMinCell
# 58 JxMax
# 59 JxMaxCell
# 60 JyMin
# 61 JyMinCell
# 62 JyMax
# 63 JyMaxCell
# 64 JzMin
# 65 JzMinCell
# 66 JzMax
# 67 JzMaxCell
# 68 RhoMin
# 69 RhoMinCell
# 70 RhoMax
# 71 RhoMaxCell
# 72 PoyXmin
# 73 PoyXminInst
# 74 PoyYmin
# 75 PoyYminInst
# 76 PoyZmin
# 77 PoyZminInst
# 78 PoyXmax
# 79 PoyXmaxInst
# 80 PoyYmax
# 81 PoyYmaxInst
# 82 PoyZmax
# 83 PoyZmaxInst
#
#        time    Ubal_norm         Ubal         Utot         Uexp         Ukin         Urad    UmBWpairs         Uelm     Ukin_bnd  Ukin_out_mvw  Ukin_inj_mvw     Uelm_bnd  Uelm_out_mvw  Uelm_inj_mvw  Dens_solar_ion  Ntot_solar_ion  Zavg_solar_ion  Ukin_solar_ion  Urad_solar_ion  Dens_solar_electron  Ntot_solar_electron  Zavg_solar_electron  Ukin_solar_electron  Urad_solar_electron      Uelm_Ex      Uelm_Ey      Uelm_Ez    Uelm_Bx_m    Uelm_By_m    Uelm_Bz_m        ExMin    ExMinCell        ExMax    ExMaxCell        EyMin    EyMinCell        EyMax    EyMaxCell        EzMin    EzMinCell        EzMax    EzMaxCell      Bx_mMin  Bx_mMinCell      Bx_mMax  Bx_mMaxCell      By_mMin  By_mMinCell      By_mMax  By_mMaxCell      Bz_mMin  Bz_mMinCell      Bz_mMax  Bz_mMaxCell        JxMin    JxMinCell        JxMax    JxMaxCell        JyMin    JyMinCell        JyMax    JyMaxCell        JzMin    JzMinCell        JzMax    JzMaxCell       RhoMin   RhoMinCell       RhoMax   RhoMaxCell      PoyXmin  PoyXminInst      PoyYmin  PoyYminInst      PoyZmin  PoyZminInst      PoyXmax  PoyXmaxInst      PoyYmax  PoyYmaxInst      PoyZmax  PoyZmaxInst
    7.606e+00    8.897e-03    5.804e-04    6.524e-02    6.466e-02    3.145e-02    0.000e+00    0.000e+00    3.379e-02    6.816e-03     0.000e+00     1.577e-02   -1.159e-03     0.000e+00     0.000e+00       7.310e+01       2.798e+06       1.000e+00       2.360e-02       0.000e+00            7.268e+01            2.782e+06           -1.000e+00            7.846e-03            0.000e+00    1.340e-04    1.739e-04    1.712e-04    3.675e-03    2.857e-02    1.067e-03   -2.451e-01      1021179    2.509e-01      1029495   -3.734e-01      1015413    3.698e-01      1024852   -3.666e-01      1015309    3.390e-01      1024610   -3.537e+00         7488    3.537e+00         8896   -4.606e+00         8127    1.203e+00         9664   -1.342e+00         8889    1.343e+00         7481   -7.428e+00      1027325    5.905e+00      1031010   -9.773e+00      1025103    9.588e+00       999688   -9.836e+00      1015024    9.107e+00      1021462   -3.157e+02      1042075    3.172e+02      1047209   -8.057e-05   -7.792e-08   -1.419e-04   -1.371e-08   -2.910e-03   -1.002e-07    9.291e-05   -1.250e-07   -1.667e-04    4.177e-09    2.046e-03    2.827e-07
    7.659e+00    8.907e-03    5.816e-04    6.530e-02    6.472e-02    3.151e-02    0.000e+00    0.000e+00    3.379e-02    6.859e-03     0.000e+00     1.588e-02   -1.161e-03     0.000e+00     0.000e+00       7.322e+01       2.803e+06       1.000e+00       2.365e-02       0.000e+00            7.282e+01            2.787e+06           -1.000e+00            7.866e-03            0.000e+00    1.405e-04    1.692e-04    1.719e-04    3.675e-03    2.856e-02    1.068e-03   -2.654e-01      1010027    2.515e-01      1029665   -4.316e-01       999688    3.711e-01      1024852   -3.884e-01      1021462    3.896e-01      1022547   -3.537e+00         7487    3.537e+00         8896   -4.606e+00         8127    1.203e+00         9664   -1.343e+00         7493    1.343e+00         7481   -6.232e+00      1033245    7.082e+00      1019784   -9.524e+00      1026771    9.345e+00      1029128   -8.738e+00      1018560    8.274e+00       999829   -3.463e+02      1040422    2.929e+02      1047209   -8.179e-05   -1.386e-07   -1.420e-04   -9.014e-09   -2.910e-03    2.883e-08    9.412e-05   -1.841e-07   -1.668e-04    4.401e-09    2.045e-03    1.349e-07
    7.713e+00    8.907e-03    5.823e-04    6.537e-02    6.479e-02    3.159e-02    0.000e+00    0.000e+00    3.378e-02    6.905e-03     0.000e+00     1.600e-02   -1.161e-03     0.000e+00     0.000e+00       7.335e+01       2.808e+06       1.000e+00       2.373e-02       0.000e+00            7.295e+01            2.792e+06           -1.000e+00            7.864e-03            0.000e+00    1.345e-04    1.705e-04    1.698e-04    3.675e-03    2.856e-02    1.068e-03   -2.709e-01       999918    2.433e-01      1008514   -3.575e-01      1030132    3.706e-01      1021614   -4.011e-01      1029494    4.089e-01      1000697   -3.537e+00         7487    3.537e+00         8896   -4.605e+00         8127    1.203e+00         6592   -1.343e+00         7493    1.343e+00         8901   -6.627e+00      1016490    6.667e+00      1022260   -1.033e+01      1023692    1.106e+01      1025345   -9.640e+00      1029185    1.060e+01      1015432   -3.579e+02      1040422    2.764e+02      1047209   -8.300e-05   -1.161e-07   -1.420e-04    2.000e-09   -2.910e-03    6.171e-08    9.726e-05   -3.925e-07   -1.668e-04    5.439e-09    2.043e-03    1.380e-07
    7.767e+00    8.954e-03    5.859e-04    6.544e-02    6.485e-02    3.166e-02    0.000e+00    0.000e+00    3.379e-02    6.952e-03     0.000e+00     1.611e-02   -1.160e-03     0.000e+00     0.000e+00       7.348e+01       2.813e+06       1.000e+00       2.380e-02       0.000e+00            7.306e+01            2.796e+06           -1.000e+00            7.851e-03            0.000e+00    1.321e-04    1.719e-04    1.718e-04    3.675e-03    2.857e-02    1.069e-03   -2.410e-01      1005829    2.350e-01      1040719   -3.883e-01      1024852    3.675e-01      1017769   -3.964e-01      1017898    3.703e-01      1023968   -3.537e+00         7487    3.537e+00         8896   -4.606e+00         8128    1.203e+00         6592   -1.342e+00         8889    1.343e+00         8901   -6.473e+00      1044234    6.180e+00      1016815   -1.112e+01       999688    9.153e+00      1008788   -8.457e+00      1016860    8.473e+00      1029528   -3.146e+02      1040422    2.902e+02      1047209   -8.413e-05   -1.327e-07   -1.420e-04   -8.741e-10   -2.910e-03   -1.513e-07    1.014e-04   -3.881e-07   -1.669e-04    5.257e-09    2.041e-03    2.267e-07
    7.820e+00    8.968e-03    5.875e-04    6.551e-02    6.492e-02    3.173e-02    0.000e+00    0.000e+00    3.378e-02    6.997e-03     0.000e+00     1.622e-02   -1.161e-03     0.000e+00     0.000e+00       7.361e+01       2.817e+06       1.000e+00       2.383e-02       0.000e+00            7.319e+01            2.801e+06           -1.000e+00            7.897e-03            0.000e+00    1.323e-04    1.688e-04    1.698e-04    3.674e-03    2.857e-02    1.068e-03   -2.404e-01      1031776    2.576e-01      1022737   -4.283e-01      1008788    4.066e-01       999688   -3.561e-01      1014645    3.361e-01      1020077   -3.537e+00         7487    3.537e+00         8895   -4.606e+00         8128    1.203e+00         9663   -1.342e+00         7493    1.343e+00         7481   -6.511e+00      1030941    6.930e+00      1044746   -1.121e+01      1024853    8.762e+00      1023600   -1.011e+01      1015304    8.714e+00      1000178   -2.938e+02      1041998    2.943e+02      1047209   -8.588e-05   -2.042e-07   -1.421e-04   -1.289e-08   -2.911e-03   -1.420e-07    1.046e-04   -2.792e-07   -1.669e-04    4.816e-09    2.040e-03    1.481e-07
    7.874e+00    9.005e-03    5.905e-04    6.558e-02    6.499e-02    3.180e-02    0.000e+00    0.000e+00    3.378e-02    7.039e-03     0.000e+00     1.633e-02   -1.164e-03     0.000e+00     0.000e+00       7.373e+01       2.822e+06       1.000e+00       2.389e-02       0.000e+00            7.334e+01            2.807e+06           -1.000e+00            7.909e-03            0.000e+00    1.321e-04    1.697e-04    1.698e-04    3.675e-03    2.856e-02    1.068e-03   -2.408e-01      1043948    2.312e-01      1017904   -3.662e-01      1000594    4.088e-01      1014012   -3.414e-01      1023808    3.741e-01      1018301   -3.537e+00         7487    3.537e+00         8895   -4.606e+00         8128    1.203e+00         9664   -1.343e+00         7493    1.342e+00         7481   -6.242e+00      1019808    6.506e+00      1031281   -8.931e+00      1000634    1.019e+01      1024652   -8.704e+00      1029528    9.473e+00      1018772   -3.035e+02      1046889    2.940e+02      1047209   -8.783e-05   -1.167e-07   -1.422e-04   -9.991e-09   -2.912e-03   -3.897e-09    1.072e-04   -2.840e-07   -1.670e-04    5.386e-09    2.038e-03    1.402e-07
    7.927e+00    9.042e-03    5.935e-04    6.564e-02    6.505e-02    3.186e-02    0.000e+00    0.000e+00    3.378e-02    7.083e-03     0.000e+00     1.644e-02   -1.165e-03     0.000e+00     0.000e+00       7.386e+01       2.827e+06       1.000e+00       2.398e-02       0.000e+00            7.347e+01            2.812e+06           -1.000e+00            7.883e-03            0.000e+00    1.371e-04    1.704e-04    1.701e-04    3.675e-03    2.856e-02    1.068e-03   -2.308e-01      1031281    2.561e-01      1027347   -3.645e-01      1025176    3.780e-01      1021487   -3.683e-01      1015434    3.879e-01      1020402   -3.537e+00         7488    3.537e+00         8896   -4.606e+00         8128    1.203e+00         6591   -1.343e+00         8889    1.342e+00         8901   -7.347e+00      1028744    6.022e+00      1033661   -8.814e+00      1030436    8.552e+00      1015531   -9.328e+00      1020880    8.701e+00      1027564   -3.064e+02      1042496    2.838e+02      1047209   -8.885e-05   -7.305e-08   -1.423e-04   -3.222e-09   -2.913e-03    4.670e-08    1.099e-04   -2.594e-07   -1.670e-04    6.405e-09    2.036e-03    1.754e-07
    7.981e+00    9.028e-03    5.933e-04    6.571e-02    6.512e-02    3.194e-02    0.000e+00    0.000e+00    3.377e-02    7.128e-03     0.000e+00     1.655e-02   -1.165e-03     0.000e+00     0.000e+00       7.399e+01       2.832e+06       1.000e+00       2.403e-02       0.000e+00            7.359e+01            2.817e+06           -1.000e+00            7.911e-03            0.000e+00    1.286e-04    1.662e-04    1.697e-04    3.675e-03    2.856e-02    1.068e-03   -2.425e-01      1042494    2.689e-01      1028744   -3.961e-01      1000301    3.663e-01      1010916   -3.621e-01      1030212    3.840e-01      1020880   -3.537e+00         7487    3.537e+00         8895   -4.605e+00         8128    1.203e+00         6591   -1.343e+00         8889    1.343e+00         7481   -5.980e+00      1000105    6.131e+00      1021247   -1.104e+01      1025176    9.241e+00      1019531   -8.504e+00      1023845    8.644e+00       999561   -2.682e+02      1046889    2.592e+02      1047209   -8.938e-05   -8.254e-08   -1.423e-04   -4.797e-09   -2.912e-03   -6.909e-09    1.124e-04   -2.499e-07   -1.671e-04    6.362e-09    2.034e-03    1.681e-07
    8.034e+00    9.064e-03    5.962e-04    6.578e-02    6.518e-02    3.200e-02    0.000e+00    0.000e+00    3.378e-02    7.174e-03     0.000e+00     1.666e-02   -1.163e-03     0.000e+00     0.000e+00       7.411e+01       2.837e+06       1.000e+00       2.409e-02       0.000e+00            7.371e+01            2.821e+06           -1.000e+00            7.915e-03            0.000e+00    1.306e-04    1.682e-04    1.677e-04    3.675e-03    2.857e-02    1.068e-03   -2.992e-01      1020251    2.499e-01      1017848   -4.492e-01      1014012    3.957e-01      1025176   -3.607e-01       999561    3.604e-01      1011911   -3.537e+00         7487    3.537e+00         8895   -4.605e+00         8128    1.203e+00         9664   -1.343e+00         7493    1.343e+00         8901   -5.894e+00      1023757    6.493e+00      1028360   -8.558e+00      1025719    9.138e+00      1029188   -8.642e+00      1010743    9.411e+00      1027438   -2.581e+02      1046438    2.649e+02      1047209   -9.078e-05   -1.476e-07   -1.423e-04   -2.064e-09   -2.911e-03   -4.973e-08    1.152e-04   -2.863e-07   -1.671e-04    4.882e-09    2.033e-03    1.987e-07
    8.088e+00    9.089e-03    5.984e-04    6.585e-02    6.525e-02    3.207e-02    0.000e+00    0.000e+00    3.377e-02    7.219e-03     0.000e+00     1.677e-02   -1.163e-03     0.000e+00     0.000e+00       7.424e+01       2.842e+06       1.000e+00       2.416e-02       0.000e+00            7.383e+01            2.826e+06           -1.000e+00            7.916e-03            0.000e+00    1.284e-04    1.676e-04    1.675e-04    3.674e-03    2.857e-02    1.068e-03   -2.629e-01      1028743    2.263e-01      1015306   -3.940e-01      1029188    3.472e-01      1030084   -3.510e-01      1018201    4.112e-01      1015434   -3.537e+00         7487    3.537e+00         8895   -4.606e+00         8127    1.203e+00         6592   -1.343e+00         7493    1.343e+00         8901   -6.401e+00      1021271    7.278e+00      1017848   -8.354e+00      1019842    8.684e+00      1020268   -8.332e+00      1030444    8.754e+00      1018773   -3.261e+02      1046438    2.620e+02      1042733   -9.284e-05   -2.267e-07   -1.423e-04    1.141e-09   -2.911e-03   -6.177e-09    1.180e-04   -2.760e-07   -1.672e-04    4.108e-09    2.032e-03    1.731e-07
    8.142e+00    9.112e-03    6.006e-04    6.592e-02    6.531e-02    3.214e-02    0.000e+00    0.000e+00    3.377e-02    7.262e-03     0.000e+00     1.688e-02   -1.165e-03     0.000e+00     0.000e+00       7.436e+01       2.846e+06       1.000e+00       2.419e-02       0.000e+00            7.397e+01            2.831e+06           -1.000e+00            7.956e-03            0.000e+00    1.273e-04    1.662e-04    1.682e-04    3.674e-03    2.857e-02    1.068e-03   -2.668e-01      1000581    2.776e-01      1014897   -3.360e-01      1020268    3.356e-01      1000301   -3.462e-01      1026636    3.308e-01      1018191   -3.537e+00         7487    3.537e+00         8895   -4.606e+00         8127    1.203e+00         6592   -1.342e+00         8889    1.342e+00         7481   -6.682e+00      1026148    6.441e+00      1041854   -8.893e+00      1024137    8.307e+00      1029262   -8.068e+00       999982    8.880e+00      1019222   -2.910e+02      1039516    2.886e+02      1047209   -9.505e-05   -2.210e-07   -1.423e-04   -1.676e-09   -2.912e-03    1.225e-07    1.206e-04   -2.898e-07   -1.672e-04    5.912e-09    2.030e-03    1.179e-07
    8.195e+00    9.151e-03    6.038e-04    6.599e-02    6.538e-02    3.221e-02    0.000e+00    0.000e+00    3.378e-02    7.303e-03     0.000e+00     1.700e-02   -1.167e-03     0.000e+00     0.000e+00       7.449e+01       2.851e+06       1.000e+00       2.426e-02       0.000e+00            7.412e+01            2.837e+06           -1.000e+00            7.952e-03            0.000e+00    1.353e-04    1.650e-04    1.667e-04    3.674e-03    2.857e-02    1.068e-03   -2.379e-01      1035608    2.777e-01      1026148   -4.094e-01      1025570    3.990e-01      1024137   -4.079e-01      1016944    3.459e-01      1000076   -3.537e+00         7487    3.537e+00         8896   -4.605e+00         8128    1.203e+00         9663   -1.342e+00         8889    1.343e+00         7481   -5.631e+00      1000581    7.040e+00      1018088   -9.013e+00      1025437    8.342e+00      1024910   -8.436e+00      1007343    8.129e+00      1017244   -3.134e+02      1040794    2.793e+02      1047209   -9.616e-05   -5.767e-08   -1.424e-04   -6.302e-09   -2.912e-03    6.379e-08    1.240e-04   -3.552e-07   -1.673e-04    7.481e-09    2.027e-03    2.764e-07
    8.249e+00    9.154e-03    6.047e-04    6.605e-02    6.545e-02    3.228e-02    0.000e+00    0.000e+00    3.377e-02    7.348e-03     0.000e+00     1.711e-02   -1.167e-03     0.000e+00     0.000e+00       7.462e+01       2.856e+06       1.000e+00       2.435e-02       0.000e+00            7.424e+01            2.842e+06           -1.000e+00            7.931e-03            0.000e+00    1.267e-04    1.673e-04    1.661e-04    3.675e-03    2.857e-02    1.068e-03   -2.484e-01      1018440    2.455e-01      1011076   -3.608e-01      1029873    3.856e-01      1025048   -3.273e-01      1017758    3.825e-01      1000076   -3.537e+00         7487    3.537e+00         8896   -4.605e+00         8128    1.203e+00         9663   -1.343e+00         8889    1.343e+00         7481   -6.303e+00      1035608    6.542e+00      1016183   -8.309e+00      1003376    8.393e+00      1022020   -9.486e+00      1016944    8.813e+00      1017796   -3.196e+02      1040794    2.670e+02      1047209   -9.642e-05   -2.755e-08   -1.425e-04   -9.477e-09   -2.911e-03   -7.465e-08    1.270e-04   -2.368e-07   -1.674e-04    6.538e-09    2.024e-03    3.212e-07
    8.302e+00    9.186e-03    6.074e-04    6.612e-02    6.551e-02    3.235e-02    0.000e+00    0.000e+00    3.377e-02    7.395e-03     0.000e+00     1.722e-02   -1.167e-03     0.000e+00     0.000e+00       7.474e+01       2.861e+06       1.000e+00       2.439e-02       0.000e+00            7.436e+01            2.846e+06           -1.000e+00            7.963e-03            0.000e+00    1.259e-04    1.646e-04    1.667e-04    3.675e-03    2.857e-02    1.069e-03   -2.766e-01      1016538    2.476e-01      1000456   -3.547e-01      1000559    3.373e-01      1024966   -3.764e-01      1015003    3.649e-01      1012804   -3.537e+00         7488    3.537e+00         8896   -4.605e+00         8128    1.203e+00         6591   -1.343e+00         7493    1.343e+00         8901   -6.343e+00      1040008    6.504e+00      1018566   -8.843e+00      1010551    9.714e+00      1021858   -9.192e+00      1031024    8.490e+00      1000076   -2.778e+02      1033611    2.522e+02      1034692   -9.785e-05   -2.317e-07   -1.426e-04   -6.836e-09   -2.911e-03   -5.176e-08    1.288e-04   -1.565e-07   -1.674e-04    5.500e-09    2.022e-03    1.849e-07
    8.356e+00    9.208e-03    6.094e-04    6.619e-02    6.558e-02    3.242e-02    0.000e+00    0.000e+00    3.377e-02    7.439e-03     0.000e+00     1.733e-02   -1.169e-03     0.000e+00     0.000e+00       7.487e+01       2.866e+06       1.000e+00       2.444e-02       0.000e+00            7.449e+01            2.851e+06           -1.000e+00            7.980e-03            0.000e+00    1.269e-04    1.656e-04    1.660e-04    3.674e-03    2.857e-02    1.068e-03   -2.994e-01      1025576    2.493e-01      1040007   -3.930e-01      1021858    4.083e-01      1025570   -3.566e-01      1027314    3.075e-01      1020364   -3.537e+00         7487    3.537e+00         8896   -4.606e+00         8128    1.203e+00         6591   -1.343e+00         7493    1.342e+00         8901   -6.703e+00      1030303    6.228e+00      1016068   -8.424e+00      1027512    8.663e+00      1026351   -9.212e+00      1018042    9.616e+00      1029874   -2.925e+02      1033611    2.745e+02      1039930   -1.003e-04   -1.951e-07   -1.426e-04   -4.466e-09   -2.911e-03   -3.128e-08    1.311e-04   -3.186e-07   -1.675e-04    5.580e-09    2.021e-03    1.401e-07
    8.409e+00    9.207e-03    6.100e-04    6.625e-02    6.564e-02    3.250e-02    0.000e+00    0.000e+00    3.376e-02    7.481e-03     0.000e+00     1.744e-02   -1.170e-03     0.000e+00     0.000e+00       7.500e+01       2.871e+06       1.000e+00       2.451e-02       0.000e+00            7.464e+01            2.857e+06           -1.000e+00            7.984e-03            0.000e+00    1.224e-04    1.630e-04    1.628e-04    3.675e-03    2.857e-02    1.068e-03   -2.812e-01      1011076    2.702e-01      1029926   -3.287e-01      1018156    4.014e-01      1007625   -4.218e-01      1030668    3.766e-01      1013232   -3.537e+00         7487    3.537e+00         8895   -4.606e+00         8127    1.203e+00         9664   -1.342e+00         8889    1.343e+00         7481   -7.064e+00      1028616    5.752e+00      1037045   -8.614e+00      1020531    9.663e+00      1018604   -9.611e+00      1005271    1.001e+01      1024758   -2.875e+02      1039516    2.639e+02      1039930   -1.015e-04   -5.324e-08   -1.427e-04   -4.419e-09   -2.912e-03   -1.201e-07    1.347e-04   -3.845e-07   -1.675e-04    5.653e-09    2.019e-03    1.295e-07
    8.463e+00    9.271e-03    6.149e-04    6.633e-02    6.571e-02    3.256e-02    0.000e+00    0.000e+00    3.377e-02    7.524e-03     0.000e+00     1.755e-02   -1.170e-03     0.000e+00     0.000e+00       7.512e+01       2.875e+06       1.000e+00       2.456e-02       0.000e+00            7.478e+01            2.862e+06           -1.000e+00            7.996e-03            0.000e+00    1.307e-04    1.650e-04    1.657e-04    3.675e-03    2.857e-02    1.067e-03   -2.639e-01      1028471    3.421e-01      1028616   -3.590e-01      1022376    4.030e-01      1014812   -3.587e-01      1028977    4.055e-01      1021655   -3.537e+00         7487    3.537e+00         8896   -4.605e+00         8127    1.203e+00         9664   -1.342e+00         8889    1.343e+00         7481   -6.450e+00      1018805    6.303e+00      1017961   -8.862e+00      1019758    8.953e+00      1017353   -1.077e+01      1030668    7.810e+00      1029578   -2.999e+02      1039516    2.458e+02      1036244   -1.019e-04   -5.195e-08   -1.427e-04   -1.410e-09   -2.914e-03   -9.239e-08    1.379e-04   -2.994e-07   -1.676e-04    5.212e-09    2.018e-03    5.555e-08
    8.516e+00    9.274e-03    6.158e-04    6.640e-02    6.578e-02    3.263e-02    0.000e+00    0.000e+00    3.376e-02    7.568e-03     0.000e+00     1.766e-02   -1.171e-03     0.000e+00     0.000e+00       7.525e+01       2.880e+06       1.000e+00       2.463e-02       0.000e+00            7.492e+01            2.868e+06           -1.000e+00            8.000e-03            0.000e+00    1.244e-04    1.635e-04    1.654e-04    3.675e-03    2.857e-02    1.068e-03   -2.461e-01      1037515    2.584e-01      1016316   -3.733e-01      1017353    3.328e-01      1021388   -3.456e-01       999863    4.255e-01      1015368   -3.537e+00         7488    3.537e+00         8896   -4.605e+00         8127    1.203e+00         6591   -1.343e+00         8889    1.342e+00         7481   -5.840e+00      1000520    6.241e+00      1039195   -7.822e+00      1029140    9.180e+00      1014812   -9.227e+00      1022806    7.801e+00      1014677   -3.019e+02      1034158    2.306e+02      1036244   -1.030e-04   -1.390e-07   -1.427e-04   -5.061e-09   -2.915e-03   -3.256e-08    1.404e-04   -2.158e-07   -1.676e-04    5.140e-09    2.017e-03    1.231e-07
    8.570e+00    9.287e-03    6.172e-04    6.646e-02    6.584e-02    3.270e-02    0.000e+00    0.000e+00    3.376e-02    7.615e-03     0.000e+00     1.777e-02   -1.171e-03     0.000e+00     0.000e+00       7.537e+01       2.885e+06       1.000e+00       2.471e-02       0.000e+00            7.503e+01            2.872e+06           -1.000e+00            7.991e-03            0.000e+00    1.217e-04    1.628e-04    1.636e-04    3.675e-03    2.857e-02    1.068e-03   -2.353e-01      1027034    2.381e-01      1012348   -3.390e-01      1007625    3.533e-01      1007498   -3.437e-01      1002468    4.223e-01      1022806   -3.537e+00         7487    3.537e+00         8896   -4.606e+00         8128    1.203e+00         6591   -1.343e+00         8889    1.343e+00         8901   -5.971e+00      1040205    6.767e+00      1028616   -8.296e+00      1022376    9.765e+00      1029106   -9.084e+00      1018201    8.781e+00      1006650   -3.057e+02      1042225    2.280e+02      1033180   -1.048e-04   -2.217e-07   -1.428e-04   -1.218e-08   -2.914e-03   -3.909e-09    1.422e-04   -1.309e-07   -1.677e-04    3.408e-09    2.016e-03    1.775e-07
    8.624e+00    9.297e-03    6.185e-04    6.652e-02    6.591e-02    3.277e-02    0.000e+00    0.000e+00    3.375e-02    7.660e-03     0.000e+00     1.788e-02   -1.174e-03     0.000e+00     0.000e+00       7.550e+01       2.890e+06       1.000e+00       2.474e-02       0.000e+00            7.515e+01            2.877e+06           -1.000e+00            8.032e-03            0.000e+00    1.215e-04    1.615e-04    1.602e-04    3.674e-03    2.857e-02    1.068e-03   -2.645e-01      1022948    2.389e-01      1047915   -3.548e-01      1029106    3.250e-01      1025336   -3.898e-01      1001248    3.782e-01      1026379   -3.537e+00         7487    3.537e+00         8896   -4.606e+00         8128    1.203e+00         9663   -1.343e+00         7493    1.343e+00         8901   -6.158e+00      1031819    5.687e+00      1029237   -7.384e+00      1026242    9.457e+00      1029736   -9.584e+00      1030068    8.976e+00      1022168   -3.021e+02      1038015    2.272e+02      1033180   -1.070e-04   -2.226e-07   -1.429e-04   -6.881e-09   -2.914e-03    4.495e-08    1.433e-04   -1.199e-07   -1.677e-04    2.282e-09    2.015e-03    1.225e-07
    8.677e+00    9.346e-03    6.224e-04    6.660e-02    6.597e-02    3.284e-02    0.000e+00    0.000e+00    3.376e-02    7.701e-03     0.000e+00     1.799e-02   -1.175e-03     0.000e+00     0.000e+00       7.562e+01       2.895e+06       1.000e+00       2.479e-02       0.000e+00            7.530e+01            2.882e+06           -1.000e+00            8.044e-03            0.000e+00    1.215e-04    1.621e-04    1.658e-04    3.675e-03    2.857e-02    1.068e-03   -2.333e-01      1034942    2.473e-01      1030781   -3.709e-01      1020237    3.351e-01      1019021   -3.882e-01      1018559    3.524e-01      1011994   -3.537e+00         7487    3.537e+00         8896   -4.606e+00         8128    1.203e+00         9664   -1.343e+00         7493    1.343e+00         7481   -7.187e+00      1022948    6.203e+00      1033481   -8.385e+00      1020891    7.904e+00      1025118   -9.289e+00      1017706    8.461e+00      1027009   -2.883e+02      1040849    2.318e+02      1047209   -1.082e-04   -5.433e-08   -1.429e-04   -2.791e-10   -2.914e-03    3.373e-08    1.448e-04   -2.165e-07   -1.678e-04    4.644e-09    2.013e-03    1.741e-07
    8.731e+00    9.377e-03    6.251e-04    6.667e-02    6.604e-02    3.291e-02    0.000e+00    0.000e+00    3.376e-02    7.744e-03     0.000e+00     1.810e-02   -1.175e-03     0.000e+00     0.000e+00       7.575e+01       2.899e+06       1.000e+00       2.488e-02       0.000e+00            7.543e+01            2.887e+06           -1.000e+00            8.026e-03            0.000e+00    1.248e-04    1.611e-04    1.626e-04    3.675e-03    2.857e-02    1.068e-03   -2.375e-01      1029884    2.528e-01      1047284   -3.473e-01      1028233    3.466e-01      1005305   -3.541e-01      1030290    3.874e-01      1017834   -3.537e+00         7615    3.537e+00         8896   -4.606e+00         8127    1.203e+00         6592   -1.343e+00         8889    1.342e+00         8901   -6.298e+00      1034614    6.347e+00      1019191   -1.037e+01      1025065    8.779e+00      1017455   -1.001e+01      1024580    8.168e+00      1003991   -3.040e+02      1040849    2.633e+02      1037240   -1.090e-04   -7.437e-08   -1.429e-04   -3.590e-09   -2.914e-03   -6.341e-08    1.478e-04   -3.218e-07   -1.678e-04    5.946e-09    2.010e-03    2.804e-07
    8.784e+00    9.364e-03    6.249e-04    6.673e-02    6.611e-02    3.298e-02    0.000e+00    0.000e+00    3.375e-02    7.790e-03     0.000e+00     1.822e-02   -1.175e-03     0.000e+00     0.000e+00       7.588e+01       2.904e+06       1.000e+00       2.494e-02       0.000e+00            7.555e+01            2.892e+06           -1.000e+00            8.043e-03            0.000e+00    1.204e-04    1.627e-04    1.605e-04    3.675e-03    2.857e-02    1.068e-03   -2.432e-01      1008539    2.465e-01      1025065   -3.668e-01      1025376    3.717e-01      1030434   -3.452e-01      1018229    3.811e-01      1024580   -3.537e+00         7616    3.537e+00         8895   -4.605e+00         8128    1.203e+00         6592   -1.343e+00         8889    1.342e+00         7481   -5.993e+00      1031803    7.190e+00      1026873   -8.877e+00      1029807    7.699e+00      1014164   -8.317e+00      1017287    9.513e+00      1001099   -2.918e+02      1040849    2.643e+02      1035055   -1.104e-04   -1.726e-07   -1.430e-04   -7.693e-09   -2.913e-03    2.841e-08    1.509e-04   -3.080e-07   -1.679e-04    4.310e-09    2.008e-03    2.286e-07
