# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Ukin_new
# 14 Uelm_bnd
# 15 Uelm_out_mvw
# 16 Uelm_inj_mvw
# 17 Dens_solar_electron
# 18 Ntot_solar_electron
# 19 Zavg_solar_electron
# 20 Ukin_solar_electron
# 21 Urad_solar_electron
# 22 Dens_solar_proton
# 23 Ntot_solar_proton
# 24 Zavg_solar_proton
# 25 Ukin_solar_proton
# 26 Urad_solar_proton
# 27 Uelm_Ex
# 28 Uelm_Ey
# 29 Uelm_Ez
# 30 Uelm_Bx_m
# 31 Uelm_By_m
# 32 Uelm_Bz_m
# 33 ExMin
# 34 ExMinCell
# 35 ExMax
# 36 ExMaxCell
# 37 EyMin
# 38 EyMinCell
# 39 EyMax
# 40 EyMaxCell
# 41 EzMin
# 42 EzMinCell
# 43 EzMax
# 44 EzMaxCell
# 45 Bx_mMin
# 46 Bx_mMinCell
# 47 Bx_mMax
# 48 Bx_mMaxCell
# 49 By_mMin
# 50 By_mMinCell
# 51 By_mMax
# 52 By_mMaxCell
# 53 Bz_mMin
# 54 Bz_mMinCell
# 55 Bz_mMax
# 56 Bz_mMaxCell
# 57 JxMin
# 58 JxMinCell
# 59 JxMax
# 60 JxMaxCell
# 61 JyMin
# 62 JyMinCell
# 63 JyMax
# 64 JyMaxCell
# 65 JzMin
# 66 JzMinCell
# 67 JzMax
# 68 JzMaxCell
# 69 RhoMin
# 70 RhoMinCell
# 71 RhoMax
# 72 RhoMaxCell
# 73 PoyXmin
# 74 PoyXminInst
# 75 PoyYmin
# 76 PoyYminInst
# 77 PoyZmin
# 78 PoyZminInst
# 79 PoyXmax
# 80 PoyXmaxInst
# 81 PoyYmax
# 82 PoyYmaxInst
# 83 PoyZmax
# 84 PoyZmaxInst
#
#        time    Ubal_norm         Ubal         Utot         Uexp         Ukin         Urad    UmBWpairs         Uelm     Ukin_bnd  Ukin_out_mvw  Ukin_inj_mvw     Ukin_new     Uelm_bnd  Uelm_out_mvw  Uelm_inj_mvw  Dens_solar_electron  Ntot_solar_electron  Zavg_solar_electron  Ukin_solar_electron  Urad_solar_electron  Dens_solar_proton  Ntot_solar_proton  Zavg_solar_proton  Ukin_solar_proton  Urad_solar_proton      Uelm_Ex      Uelm_Ey      Uelm_Ez    Uelm_Bx_m    Uelm_By_m    Uelm_Bz_m        ExMin    ExMinCell        ExMax    ExMaxCell        EyMin    EyMinCell        EyMax    EyMaxCell        EzMin    EzMinCell        EzMax    EzMaxCell      Bx_mMin  Bx_mMinCell      Bx_mMax  Bx_mMaxCell      By_mMin  By_mMinCell      By_mMax  By_mMaxCell      Bz_mMin  Bz_mMinCell      Bz_mMax  Bz_mMaxCell        JxMin    JxMinCell        JxMax    JxMaxCell        JyMin    JyMinCell        JyMax    JyMaxCell        JzMin    JzMinCell        JzMax    JzMaxCell       RhoMin   RhoMinCell       RhoMax   RhoMaxCell      PoyXmin  PoyXminInst      PoyYmin  PoyYminInst      PoyZmin  PoyZminInst      PoyXmax  PoyXmaxInst      PoyYmax  PoyYmaxInst      PoyZmax  PoyZmaxInst
    5.356e-01   -1.210e-03   -1.457e-04    1.204e-01    1.205e-01    8.712e-02    0.000e+00    0.000e+00    3.323e-02    6.213e-04     0.000e+00     0.000e+00    6.754e-03   -2.036e-04     0.000e+00     0.000e+00            5.533e+01            2.118e+06           -1.000e+00            6.763e-03            0.000e+00          5.929e+01          2.270e+06          1.000e+00          8.036e-02          0.000e+00    4.059e-04    3.616e-04    3.544e-04    3.164e-03    2.809e-02    8.616e-04   -5.609e-01      1047047    5.408e-01      1024878   -6.942e-01      1020425    6.449e-01      1020042   -5.914e-01      1022823    5.326e-01      1029599   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.067e+00         9663   -1.102e+00         7365    1.157e+00         8901   -1.163e+01      1037857    1.455e+01      1027917   -1.971e+01      1025405    1.633e+01      1030227   -1.568e+01      1019360    1.734e+01      1024737   -1.872e+02      1016296    4.226e+02      1038786   -6.635e-06    1.461e-06   -1.064e-05   -1.623e-07    3.541e-04    2.635e-06   -7.248e-05    4.605e-07   -8.532e-06    7.086e-08   -4.594e-04    4.308e-06
    5.892e-01   -1.459e-03   -1.764e-04    1.209e-01    1.211e-01    8.781e-02    0.000e+00    0.000e+00    3.313e-02    6.696e-04     0.000e+00     0.000e+00    7.427e-03   -2.117e-04     0.000e+00     0.000e+00            5.548e+01            2.123e+06           -1.000e+00            6.838e-03            0.000e+00          5.974e+01          2.287e+06          1.000e+00          8.097e-02          0.000e+00    3.476e-04    3.330e-04    3.318e-04    3.163e-03    2.809e-02    8.617e-04   -4.684e-01      1041928    4.220e-01      1022036   -5.639e-01      1030227    6.340e-01      1025405   -6.294e-01      1024737    5.807e-01      1026957   -3.036e+00         7487    3.180e+00         8895   -3.673e+00         8127    1.067e+00         9663   -1.101e+00         7365    1.157e+00         8901   -1.325e+01      1036426    1.375e+01      1039164   -1.896e+01      1020425    1.938e+01      1020042   -1.630e+01      1017962    1.609e+01      1021666   -1.897e+02      1030012    4.433e+02      1047286    6.642e-06    1.386e-06   -1.243e-05   -1.796e-07    3.817e-04    2.770e-06   -7.425e-05    3.618e-07   -9.411e-06    1.048e-07   -5.039e-04    4.500e-06
    6.428e-01   -1.299e-03   -1.579e-04    1.216e-01    1.217e-01    8.843e-02    0.000e+00    0.000e+00    3.314e-02    7.167e-04     0.000e+00     0.000e+00    8.099e-03   -2.309e-04     0.000e+00     0.000e+00            5.563e+01            2.129e+06           -1.000e+00            6.837e-03            0.000e+00          6.019e+01          2.304e+06          1.000e+00          8.159e-02          0.000e+00    3.587e-04    3.302e-04    3.347e-04    3.165e-03    2.809e-02    8.601e-04   -5.144e-01      1039079    5.286e-01      1036426   -5.642e-01      1019378    5.774e-01      1020424   -5.560e-01      1019497    4.978e-01      1027021   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.101e+00         8889    1.158e+00         8901   -1.409e+01      1025844    1.324e+01      1039164   -1.534e+01      1025021    1.633e+01      1019266   -1.583e+01      1016680    1.446e+01      1027679   -1.678e+02      1022327    4.511e+02      1035604    1.196e-05   -7.411e-07   -1.390e-05   -1.110e-07    4.090e-04    2.646e-06   -7.980e-05    2.290e-07   -1.053e-05    1.039e-07   -5.476e-04    4.230e-06
    6.963e-01   -1.307e-03   -1.597e-04    1.222e-01    1.223e-01    8.908e-02    0.000e+00    0.000e+00    3.309e-02    7.559e-04     0.000e+00     0.000e+00    8.774e-03   -2.657e-04     0.000e+00     0.000e+00            5.582e+01            2.137e+06           -1.000e+00            6.909e-03            0.000e+00          6.064e+01          2.321e+06          1.000e+00          8.217e-02          0.000e+00    3.532e-04    3.214e-04    3.130e-04    3.169e-03    2.807e-02    8.589e-04   -5.008e-01      1035732    4.856e-01      1023849   -6.513e-01      1017712    5.798e-01      1025021   -5.666e-01      1027679    5.415e-01      1016680   -3.036e+00         7487    3.180e+00         8895   -3.670e+00         8127    1.069e+00         9663   -1.094e+00         8889    1.164e+00         8901   -1.596e+01      1019225    1.495e+01      1025180   -1.574e+01      1026490    1.844e+01      1021331   -1.622e+01      1019497    1.819e+01      1022156   -1.681e+02      1028988    5.079e+02      1035604   -1.551e-05   -2.879e-06   -1.493e-05   -1.216e-07    4.332e-04    2.242e-06   -6.976e-05   -1.580e-06   -1.134e-05    6.362e-08   -5.873e-04    3.744e-06
    7.499e-01   -9.715e-04   -1.193e-04    1.228e-01    1.229e-01    8.966e-02    0.000e+00    0.000e+00    3.315e-02    7.938e-04     0.000e+00     0.000e+00    9.454e-03   -2.990e-04     0.000e+00     0.000e+00            5.603e+01            2.145e+06           -1.000e+00            6.870e-03            0.000e+00          6.109e+01          2.338e+06          1.000e+00          8.279e-02          0.000e+00    3.973e-04    3.376e-04    3.391e-04    3.174e-03    2.804e-02    8.585e-04   -6.249e-01      1036553    5.246e-01      1030692   -6.947e-01      1024710    6.164e-01      1022048   -5.786e-01      1023080    7.080e-01      1020216   -3.036e+00         7487    3.180e+00         8895   -3.668e+00         8127    1.072e+00         9663   -1.093e+00         7365    1.168e+00         8901   -1.573e+01      1039079    1.317e+01      1042172   -1.510e+01      1029116    1.500e+01      1018106   -1.654e+01      1022972    1.559e+01      1031751   -1.840e+02      1020169    5.014e+02      1035604   -3.376e-05   -2.103e-06   -1.652e-05   -1.835e-07    4.523e-04    1.656e-06   -6.694e-05   -3.161e-07   -1.191e-05    5.569e-08   -6.221e-04    3.260e-06
    8.034e-01   -9.803e-04   -1.210e-04    1.234e-01    1.235e-01    9.028e-02    0.000e+00    0.000e+00    3.313e-02    8.345e-04     0.000e+00     0.000e+00    1.014e-02   -3.338e-04     0.000e+00     0.000e+00            5.622e+01            2.152e+06           -1.000e+00            6.852e-03            0.000e+00          6.155e+01          2.356e+06          1.000e+00          8.343e-02          0.000e+00    4.444e-04    3.169e-04    3.186e-04    3.179e-03    2.802e-02    8.562e-04   -4.740e-01      1041916    4.763e-01      1018006   -5.383e-01      1026486    5.395e-01      1031502   -5.848e-01      1031524    5.765e-01      1022972   -3.036e+00         7487    3.181e+00         8895   -3.669e+00         8127    1.067e+00         9663   -1.094e+00         8889    1.170e+00         8901   -1.468e+01      1026517    1.236e+01      1036819   -1.669e+01      1029972    1.885e+01      1022048   -1.588e+01      1023080    1.648e+01      1022911   -1.813e+02      1028359    4.960e+02      1044388   -4.978e-05   -1.845e-06   -1.829e-05   -1.592e-07    4.659e-04    1.166e-06   -6.672e-05    1.860e-07   -1.247e-05    5.484e-08   -6.524e-04    2.864e-06
    8.570e-01   -7.632e-04   -9.467e-05    1.240e-01    1.241e-01    9.085e-02    0.000e+00    0.000e+00    3.320e-02    8.749e-04     0.000e+00     0.000e+00    1.082e-02   -3.740e-04     0.000e+00     0.000e+00            5.641e+01            2.159e+06           -1.000e+00            6.818e-03            0.000e+00          6.200e+01          2.373e+06          1.000e+00          8.404e-02          0.000e+00    5.263e-04    3.225e-04    3.176e-04    3.183e-03    2.799e-02    8.531e-04   -4.567e-01      1012308    5.627e-01      1023415   -6.141e-01      1020651    5.626e-01      1025835   -6.156e-01      1022783    5.310e-01      1029884   -3.036e+00         7487    3.180e+00         8895   -3.669e+00         8127    1.074e+00         9663   -1.095e+00         8889    1.162e+00         8901   -1.204e+01      1024952    1.536e+01      1020607   -1.520e+01      1024710    1.889e+01      1017859   -1.556e+01      1031524    1.440e+01      1022097   -2.067e+02      1019267    5.212e+02      1044388   -6.413e-05   -1.194e-06   -1.968e-05   -1.304e-07    4.762e-04    9.476e-07   -7.395e-05    3.703e-07   -1.298e-05    4.736e-08   -6.795e-04    2.559e-06
    9.106e-01   -7.371e-04   -9.189e-05    1.247e-01    1.248e-01    9.150e-02    0.000e+00    0.000e+00    3.317e-02    9.114e-04     0.000e+00     0.000e+00    1.150e-02   -4.001e-04     0.000e+00     0.000e+00            5.662e+01            2.167e+06           -1.000e+00            6.835e-03            0.000e+00          6.246e+01          2.391e+06          1.000e+00          8.467e-02          0.000e+00    5.377e-04    3.108e-04    3.109e-04    3.185e-03    2.797e-02    8.550e-04   -5.243e-01      1034115    4.404e-01      1018215   -5.727e-01      1017859    5.558e-01      1016942   -5.882e-01      1022097    5.285e-01      1026519   -3.037e+00         7487    3.180e+00         8895   -3.667e+00         8127    1.070e+00         9663   -1.097e+00         7365    1.168e+00         8901   -1.235e+01      1018972    1.273e+01      1023415   -1.742e+01      1022048    1.520e+01      1030484   -1.910e+01      1022783    1.738e+01      1020532   -1.832e+02      1017731    5.475e+02      1042421   -7.440e-05   -9.142e-07   -2.121e-05   -1.673e-07    4.852e-04    8.079e-07   -7.396e-05   -4.568e-08   -1.346e-05    4.816e-08   -7.023e-04    2.053e-06
    9.641e-01   -6.322e-04   -7.921e-05    1.253e-01    1.254e-01    9.215e-02    0.000e+00    0.000e+00    3.314e-02    9.496e-04     0.000e+00     0.000e+00    1.217e-02   -4.276e-04     0.000e+00     0.000e+00            5.681e+01            2.174e+06           -1.000e+00            6.849e-03            0.000e+00          6.290e+01          2.408e+06          1.000e+00          8.530e-02          0.000e+00    4.971e-04    3.241e-04    3.185e-04    3.183e-03    2.796e-02    8.516e-04   -4.850e-01      1010134    4.830e-01      1024905   -5.692e-01      1031119    5.755e-01      1026486   -6.109e-01      1020532    6.240e-01      1024904   -3.037e+00         7487    3.181e+00         8895   -3.673e+00         8127    1.068e+00         9663   -1.097e+00         7365    1.165e+00         8901   -1.260e+01      1044189    1.344e+01      1040550   -1.581e+01      1030407    1.476e+01      1018245   -1.600e+01      1029470    1.641e+01      1030408   -1.737e+02      1016281    5.675e+02      1045700   -8.669e-05   -1.462e-06   -2.242e-05   -8.926e-08    4.917e-04    5.471e-07   -7.580e-05    2.681e-07   -1.398e-05    5.276e-08   -7.204e-04    1.680e-06
    1.018e+00   -8.278e-04   -1.042e-04    1.259e-01    1.260e-01    9.286e-02    0.000e+00    0.000e+00    3.300e-02    9.900e-04     0.000e+00     0.000e+00    1.284e-02   -4.543e-04     0.000e+00     0.000e+00            5.699e+01            2.181e+06           -1.000e+00            6.975e-03            0.000e+00          6.335e+01          2.425e+06          1.000e+00          8.589e-02          0.000e+00    4.206e-04    2.987e-04    3.004e-04    3.180e-03    2.795e-02    8.507e-04   -4.947e-01      1040551    4.819e-01      1031252   -5.779e-01      1024654    5.458e-01      1030407   -5.285e-01      1030314    5.407e-01      1023206   -3.036e+00         7487    3.181e+00         8895   -3.671e+00         8127    1.070e+00         9663   -1.099e+00         8889    1.157e+00         8901   -1.208e+01      1040152    1.339e+01      1028641   -1.548e+01      1025884    1.849e+01      1028726   -1.637e+01      1020532    1.691e+01      1026519   -1.752e+02      1024526    5.670e+02      1046328   -1.009e-04   -1.275e-06   -2.303e-05   -3.992e-08    4.976e-04    6.931e-07   -7.681e-05    1.392e-07   -1.445e-05    4.478e-08   -7.367e-04    1.653e-06
    1.071e+00   -7.764e-04   -9.819e-05    1.265e-01    1.266e-01    9.349e-02    0.000e+00    0.000e+00    3.298e-02    1.028e-03     0.000e+00     0.000e+00    1.351e-02   -4.811e-04     0.000e+00     0.000e+00            5.717e+01            2.188e+06           -1.000e+00            7.001e-03            0.000e+00          6.379e+01          2.442e+06          1.000e+00          8.649e-02          0.000e+00    3.961e-04    3.145e-04    3.095e-04    3.176e-03    2.793e-02    8.543e-04   -5.567e-01      1028641    5.234e-01      1022653   -6.146e-01      1028691    5.196e-01      1025884   -6.362e-01      1026519    5.841e-01      1019767   -3.036e+00         7487    3.181e+00         8895   -3.670e+00         8127    1.069e+00         9663   -1.101e+00         7365    1.163e+00         8901   -1.173e+01      1040579    1.301e+01      1045456   -1.489e+01      1020957    1.447e+01      1017988   -1.405e+01      1031622    1.507e+01      1024259   -1.662e+02      1016145    5.928e+02      1043289   -1.146e-04   -1.435e-06   -2.344e-05   -4.733e-08    5.067e-04    1.086e-06   -8.006e-05    2.070e-07   -1.499e-05    6.040e-08   -7.548e-04    1.977e-06
    1.125e+00   -7.838e-04   -9.961e-05    1.271e-01    1.272e-01    9.417e-02    0.000e+00    0.000e+00    3.291e-02    1.061e-03     0.000e+00     0.000e+00    1.418e-02   -5.065e-04     0.000e+00     0.000e+00            5.739e+01            2.197e+06           -1.000e+00            7.069e-03            0.000e+00          6.424e+01          2.459e+06          1.000e+00          8.710e-02          0.000e+00    3.590e-04    3.008e-04    3.032e-04    3.172e-03    2.792e-02    8.530e-04   -4.756e-01      1045455    5.078e-01      1019348   -5.885e-01      1016891    5.794e-01      1020906   -5.500e-01      1031547    5.335e-01      1017664   -3.037e+00         7487    3.181e+00         8895   -3.673e+00         8127    1.067e+00         9663   -1.098e+00         7365    1.162e+00         8901   -1.283e+01      1025951    1.457e+01      1022525   -1.412e+01      1026357    1.501e+01      1025160   -1.556e+01      1019106    1.466e+01      1027406   -1.709e+02      1018504    6.200e+02      1039947   -1.276e-04   -1.257e-06   -2.396e-05   -5.726e-08    5.181e-04    1.158e-06   -7.987e-05    9.110e-08   -1.559e-05    5.708e-08   -7.776e-04    2.501e-06
    1.178e+00   -7.095e-04   -9.061e-05    1.277e-01    1.278e-01    9.478e-02    0.000e+00    0.000e+00    3.293e-02    1.090e-03     0.000e+00     0.000e+00    1.486e-02   -5.368e-04     0.000e+00     0.000e+00            5.763e+01            2.206e+06           -1.000e+00            7.095e-03            0.000e+00          6.469e+01          2.476e+06          1.000e+00          8.769e-02          0.000e+00    3.797e-04    3.132e-04    3.087e-04    3.169e-03    2.791e-02    8.510e-04   -4.291e-01      1021793    4.692e-01      1036495   -5.556e-01      1020555    6.000e-01      1026357   -5.735e-01      1025447    5.141e-01      1024578   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.101e+00         8889    1.157e+00         8901   -1.231e+01      1025916    1.209e+01      1031841   -1.857e+01      1017988    1.571e+01      1020906   -1.434e+01      1017993    1.511e+01      1030537   -1.563e+02      1031604    6.245e+02      1039947   -1.394e-04   -1.051e-06   -2.454e-05   -5.243e-08    5.300e-04    1.235e-06   -8.279e-05    1.283e-07   -1.614e-05    5.095e-08   -8.039e-04    2.686e-06
    1.232e+00   -7.165e-04   -9.196e-05    1.283e-01    1.284e-01    9.550e-02    0.000e+00    0.000e+00    3.285e-02    1.116e-03     0.000e+00     0.000e+00    1.554e-02   -5.597e-04     0.000e+00     0.000e+00            5.790e+01            2.216e+06           -1.000e+00            7.215e-03            0.000e+00          6.515e+01          2.494e+06          1.000e+00          8.829e-02          0.000e+00    3.561e-04    2.850e-04    2.868e-04    3.168e-03    2.790e-02    8.525e-04   -4.757e-01      1038922    4.384e-01      1022047   -5.503e-01      1028983    5.059e-01      1030750   -5.099e-01      1019767    5.492e-01      1017993   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.069e+00         9663   -1.101e+00         7365    1.160e+00         8901   -1.298e+01      1036117    1.259e+01      1029531   -1.691e+01      1017197    1.601e+01      1022700   -1.756e+01      1027337    1.480e+01      1016429   -1.766e+02      1024132    6.208e+02      1042421   -1.482e-04   -9.124e-07   -2.490e-05   -2.357e-08    5.423e-04    1.111e-06   -8.233e-05    1.791e-07   -1.654e-05    3.161e-08   -8.300e-04    2.498e-06
    1.286e+00   -5.146e-04   -6.639e-05    1.290e-01    1.291e-01    9.608e-02    0.000e+00    0.000e+00    3.292e-02    1.142e-03     0.000e+00     0.000e+00    1.622e-02   -5.884e-04     0.000e+00     0.000e+00            5.817e+01            2.227e+06           -1.000e+00            7.170e-03            0.000e+00          6.560e+01          2.511e+06          1.000e+00          8.891e-02          0.000e+00    4.001e-04    3.080e-04    3.067e-04    3.167e-03    2.788e-02    8.522e-04   -5.480e-01      1042773    4.078e-01      1039497   -5.076e-01      1017677    5.735e-01      1017197   -5.485e-01      1016429    5.200e-01      1018386   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.100e+00         7365    1.160e+00         8901   -1.484e+01      1018720    1.342e+01      1026416   -1.373e+01      1016613    1.540e+01      1018114   -1.342e+01      1016849    1.637e+01      1026069   -1.660e+02      1028740    6.736e+02      1042421   -1.569e-04   -5.991e-07   -2.512e-05   -3.338e-08    5.454e-04   -8.011e-07   -8.603e-05    3.019e-07   -1.681e-05    2.976e-08   -8.489e-04    1.001e-06
    1.339e+00   -3.631e-04   -4.708e-05    1.297e-01    1.297e-01    9.673e-02    0.000e+00    0.000e+00    3.292e-02    1.164e-03     0.000e+00     0.000e+00    1.690e-02   -6.052e-04     0.000e+00     0.000e+00            5.845e+01            2.237e+06           -1.000e+00            7.232e-03            0.000e+00          6.605e+01          2.528e+06          1.000e+00          8.950e-02          0.000e+00    4.452e-04    2.914e-04    2.897e-04    3.167e-03    2.788e-02    8.512e-04   -4.906e-01      1034746    5.102e-01      1022525   -5.462e-01      1019907    5.473e-01      1020393   -5.363e-01      1031911    4.883e-01      1029261   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.067e+00         9663   -1.103e+00         8889    1.156e+00         8901   -1.196e+01      1017958    1.383e+01      1039516   -1.427e+01      1020006    1.414e+01      1017197   -1.552e+01      1019490    1.560e+01      1022417   -1.673e+02      1017731    7.013e+02      1042421   -1.578e-04    1.771e-07   -2.573e-05   -4.932e-08    5.278e-04   -1.140e-06   -8.792e-05    1.328e-07   -1.736e-05    5.284e-08   -8.442e-04   -7.758e-07
    1.393e+00   -2.040e-04   -2.659e-05    1.303e-01    1.303e-01    9.730e-02    0.000e+00    0.000e+00    3.303e-02    1.186e-03     0.000e+00     0.000e+00    1.757e-02   -6.122e-04     0.000e+00     0.000e+00            5.874e+01            2.248e+06           -1.000e+00            7.193e-03            0.000e+00          6.650e+01          2.546e+06          1.000e+00          9.010e-02          0.000e+00    5.240e-04    3.001e-04    3.022e-04    3.167e-03    2.788e-02    8.510e-04   -4.423e-01      1044898    4.668e-01      1017958   -7.102e-01      1019907    5.679e-01      1020147   -5.500e-01      1022417    5.531e-01      1022784   -3.036e+00         7487    3.180e+00         8895   -3.673e+00         8127    1.067e+00         9663   -1.103e+00         7365    1.158e+00         8901   -1.156e+01      1024067    1.204e+01      1042376   -1.259e+01      1028726    1.525e+01      1028982   -1.600e+01      1028726    1.316e+01      1028856   -1.380e+02      1000011    6.693e+02      1042421   -1.554e-04    3.885e-07   -2.613e-05   -5.023e-08    5.236e-04   -1.375e-06   -8.732e-05   -1.714e-07   -1.758e-05    2.035e-08   -8.493e-04    1.093e-07
    1.446e+00   -2.024e-04   -2.651e-05    1.310e-01    1.310e-01    9.800e-02    0.000e+00    0.000e+00    3.297e-02    1.208e-03     0.000e+00     0.000e+00    1.825e-02   -6.148e-04     0.000e+00     0.000e+00            5.902e+01            2.259e+06           -1.000e+00            7.265e-03            0.000e+00          6.695e+01          2.563e+06          1.000e+00          9.074e-02          0.000e+00    4.937e-04    2.870e-04    2.816e-04    3.167e-03    2.789e-02    8.502e-04   -4.525e-01      1042376    4.541e-01      1028854   -5.010e-01      1028982    4.894e-01      1022559   -5.240e-01      1021782    5.626e-01      1022026   -3.036e+00         7487    3.180e+00         8895   -3.673e+00         8127    1.067e+00         9663   -1.101e+00         7365    1.159e+00         8901   -1.276e+01      1023636    1.212e+01      1047471   -1.586e+01      1026262    1.517e+01      1020147   -1.487e+01      1019749    1.610e+01      1022784   -1.685e+02      1024249    6.962e+02      1039947   -1.500e-04    7.116e-07   -2.658e-05   -4.573e-08    5.141e-04   -1.342e-06   -8.528e-05   -1.627e-07   -1.777e-05    1.672e-08   -8.492e-04    1.867e-07
    1.500e+00   -1.910e-04   -2.514e-05    1.316e-01    1.316e-01    9.863e-02    0.000e+00    0.000e+00    3.299e-02    1.233e-03     0.000e+00     0.000e+00    1.892e-02   -6.188e-04     0.000e+00     0.000e+00            5.928e+01            2.269e+06           -1.000e+00            7.303e-03            0.000e+00          6.740e+01          2.580e+06          1.000e+00          9.133e-02          0.000e+00    4.705e-04    3.006e-04    3.015e-04    3.169e-03    2.790e-02    8.495e-04   -5.577e-01      1047471    4.915e-01      1020009   -4.969e-01      1026792    5.464e-01      1026262   -5.396e-01      1020535    5.862e-01      1025097   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.100e+00         7365    1.158e+00         8901   -1.023e+01      1024892    1.306e+01      1028702   -1.309e+01      1031861    1.382e+01      1028726   -1.472e+01      1021782    1.493e+01      1022026   -1.549e+02      1020035    7.331e+02      1039947   -1.447e-04    4.529e-07   -2.686e-05   -1.463e-08    5.009e-04   -1.485e-06   -8.572e-05    1.103e-07   -1.797e-05    1.641e-08   -8.444e-04   -3.489e-07
    1.553e+00   -2.184e-04   -2.889e-05    1.323e-01    1.323e-01    9.938e-02    0.000e+00    0.000e+00    3.289e-02    1.256e-03     0.000e+00     0.000e+00    1.960e-02   -6.196e-04     0.000e+00     0.000e+00            5.956e+01            2.280e+06           -1.000e+00            7.457e-03            0.000e+00          6.785e+01          2.597e+06          1.000e+00          9.192e-02          0.000e+00    3.928e-04    2.865e-04    2.840e-04    3.170e-03    2.790e-02    8.511e-04   -3.838e-01      1035185    3.941e-01      1024720   -4.663e-01      1020034    5.692e-01      1026206   -5.375e-01      1022026    5.737e-01      1019371   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.068e+00         9663   -1.100e+00         7365    1.161e+00         8901   -1.102e+01      1028557    1.289e+01      1047259   -1.343e+01      1031920    1.443e+01      1031534   -1.512e+01      1027156    1.721e+01      1029466   -1.512e+02      1024764    7.252e+02      1039947   -1.396e-04    4.802e-07   -2.688e-05   -8.441e-09    4.898e-04   -1.180e-06   -8.680e-05    2.896e-07   -1.814e-05    1.162e-08   -8.380e-04   -4.211e-07
    1.607e+00   -2.193e-04   -2.914e-05    1.329e-01    1.329e-01    1.000e-01    0.000e+00    0.000e+00    3.291e-02    1.281e-03     0.000e+00     0.000e+00    2.027e-02   -6.230e-04     0.000e+00     0.000e+00            5.984e+01            2.291e+06           -1.000e+00            7.466e-03            0.000e+00          6.830e+01          2.614e+06          1.000e+00          9.253e-02          0.000e+00    3.932e-04    2.917e-04    2.927e-04    3.171e-03    2.791e-02    8.518e-04   -4.294e-01      1045642    4.397e-01      1024234   -4.804e-01      1030019    4.968e-01      1018191   -5.755e-01      1029387    5.173e-01      1028344   -3.036e+00         7487    3.180e+00         8895   -3.670e+00         8127    1.069e+00         9663   -1.099e+00         7365    1.162e+00         8901   -1.161e+01      1027300    1.152e+01      1015965   -1.308e+01      1031812    1.431e+01      1024811   -1.261e+01      1017738    1.363e+01      1019371   -1.297e+02      1001144    7.194e+02      1039947   -1.366e-04    2.549e-07   -2.700e-05   -1.987e-08    4.831e-04   -7.278e-07   -8.877e-05    4.445e-08   -1.827e-05    1.728e-08   -8.354e-04   -2.087e-07
    1.660e+00   -1.553e-04   -2.074e-05    1.336e-01    1.336e-01    1.007e-01    0.000e+00    0.000e+00    3.287e-02    1.310e-03     0.000e+00     0.000e+00    2.095e-02   -6.304e-04     0.000e+00     0.000e+00            6.013e+01            2.301e+06           -1.000e+00            7.576e-03            0.000e+00          6.876e+01          2.632e+06          1.000e+00          9.312e-02          0.000e+00    3.759e-04    2.828e-04    2.788e-04    3.171e-03    2.791e-02    8.510e-04   -4.703e-01      1045111    4.481e-01      1028835   -5.330e-01      1024811    4.771e-01      1025855   -5.940e-01      1025097    5.162e-01      1031389   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.069e+00         9663   -1.099e+00         8889    1.160e+00         8901   -1.190e+01      1023401    1.197e+01      1025513   -1.563e+01      1020179    1.392e+01      1022457   -1.461e+01      1029594    1.577e+01      1028478   -1.709e+02      1031884    7.763e+02      1035738   -1.366e-04   -2.631e-08   -2.707e-05    2.378e-09    4.803e-04    7.933e-09   -8.986e-05    1.620e-07   -1.849e-05    2.786e-08   -8.387e-04    3.442e-07
