# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Uelm_bnd
# 14 Uelm_out_mvw
# 15 Uelm_inj_mvw
# 16 Dens_solar_electron
# 17 Ntot_solar_electron
# 18 Zavg_solar_electron
# 19 Ukin_solar_electron
# 20 Urad_solar_electron
# 21 Dens_solar_ion
# 22 Ntot_solar_ion
# 23 Zavg_solar_ion
# 24 Ukin_solar_ion
# 25 Urad_solar_ion
# 26 Uelm_Ex
# 27 Uelm_Ey
# 28 Uelm_Ez
# 29 Uelm_Bx_m
# 30 Uelm_By_m
# 31 Uelm_Bz_m
# 32 ExMin
# 33 ExMinCell
# 34 ExMax
# 35 ExMaxCell
# 36 EyMin
# 37 EyMinCell
# 38 EyMax
# 39 EyMaxCell
# 40 EzMin
# 41 EzMinCell
# 42 EzMax
# 43 EzMaxCell
# 44 Bx_mMin
# 45 Bx_mMinCell
# 46 Bx_mMax
# 47 Bx_mMaxCell
# 48 By_mMin
# 49 By_mMinCell
# 50 By_mMax
# 51 By_mMaxCell
# 52 Bz_mMin
# 53 Bz_mMinCell
# 54 Bz_mMax
# 55 Bz_mMaxCell
# 56 JxMin
# 57 JxMinCell
# 58 JxMax
# 59 JxMaxCell
# 60 JyMin
# 61 JyMinCell
# 62 JyMax
# 63 JyMaxCell
# 64 JzMin
# 65 JzMinCell
# 66 JzMax
# 67 JzMaxCell
# 68 RhoMin
# 69 RhoMinCell
# 70 RhoMax
# 71 RhoMaxCell
# 72 PoyXmin
# 73 PoyXminInst
# 74 PoyYmin
# 75 PoyYminInst
# 76 PoyZmin
# 77 PoyZminInst
# 78 PoyXmax
# 79 PoyXmaxInst
# 80 PoyYmax
# 81 PoyYmaxInst
# 82 PoyZmax
# 83 PoyZmaxInst
#
#        time    Ubal_norm         Ubal         Utot         Uexp         Ukin         Urad    UmBWpairs         Uelm     Ukin_bnd  Ukin_out_mvw  Ukin_inj_mvw     Uelm_bnd  Uelm_out_mvw  Uelm_inj_mvw  Dens_solar_electron  Ntot_solar_electron  Zavg_solar_electron  Ukin_solar_electron  Urad_solar_electron  Dens_solar_ion  Ntot_solar_ion  Zavg_solar_ion  Ukin_solar_ion  Urad_solar_ion      Uelm_Ex      Uelm_Ey      Uelm_Ez    Uelm_Bx_m    Uelm_By_m    Uelm_Bz_m        ExMin    ExMinCell        ExMax    ExMaxCell        EyMin    EyMinCell        EyMax    EyMaxCell        EzMin    EzMinCell        EzMax    EzMaxCell      Bx_mMin  Bx_mMinCell      Bx_mMax  Bx_mMaxCell      By_mMin  By_mMinCell      By_mMax  By_mMaxCell      Bz_mMin  Bz_mMinCell      Bz_mMax  Bz_mMaxCell        JxMin    JxMinCell        JxMax    JxMaxCell        JyMin    JyMinCell        JyMax    JyMaxCell        JzMin    JzMinCell        JzMax    JzMaxCell       RhoMin   RhoMinCell       RhoMax   RhoMaxCell      PoyXmin  PoyXminInst      PoyYmin  PoyYminInst      PoyZmin  PoyZminInst      PoyXmax  PoyXmaxInst      PoyYmax  PoyYmaxInst      PoyZmax  PoyZmaxInst
    4.767e+00    6.840e-03    4.716e-04    6.895e-02    6.848e-02    3.565e-02    0.000e+00    0.000e+00    3.330e-02    3.071e-03     0.000e+00     1.687e-02   -1.596e-03     0.000e+00     0.000e+00            7.676e+01            2.938e+06           -1.000e+00            1.044e-02            0.000e+00       9.253e+01       3.542e+06       1.000e+00       2.521e-02       0.000e+00    9.453e-04    2.265e-04    2.318e-04    3.169e-03    2.787e-02    8.496e-04   -4.029e-01      1036178    5.007e-01      1058018   -4.606e-01      1022771    4.790e-01      1020216   -4.638e-01      1025956    4.545e-01      1030112   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.067e+00         9663   -1.098e+00         8889    1.161e+00         8901   -1.064e+01      1033357    1.149e+01      1038255   -1.270e+01      1027526    1.289e+01      1025176   -1.202e+01      1029982    1.344e+01      1023903   -1.269e+02      1015049    1.257e+03      1034075   -4.332e-04   -3.353e-07   -1.449e-04   -5.442e-08    2.104e-03    2.824e-08    6.510e-06   -3.751e-07   -1.685e-04    1.427e-08   -2.959e-03    4.695e-07
    4.821e+00    6.738e-03    4.655e-04    6.909e-02    6.862e-02    3.581e-02    0.000e+00    0.000e+00    3.328e-02    3.106e-03     0.000e+00     1.706e-02   -1.601e-03     0.000e+00     0.000e+00            7.705e+01            2.949e+06           -1.000e+00            1.044e-02            0.000e+00       9.289e+01       3.556e+06       1.000e+00       2.537e-02       0.000e+00    9.274e-04    2.305e-04    2.301e-04    3.170e-03    2.787e-02    8.507e-04   -4.176e-01      1043954    5.375e-01      1056203   -5.027e-01      1018966    4.672e-01      1019946   -4.266e-01      1023963    4.719e-01      1027815   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.068e+00         9663   -1.099e+00         7365    1.161e+00         8901   -1.137e+01      1035103    1.319e+01      1047050   -1.246e+01      1029703    1.275e+01      1030892   -1.240e+01      1026529    1.194e+01      1021155   -1.303e+02      1015084    1.296e+03      1034075   -4.359e-04   -2.046e-07   -1.453e-04   -3.371e-08    2.104e-03    2.114e-07    9.385e-06   -1.513e-07   -1.687e-04    1.608e-08   -2.965e-03    4.032e-07
    4.874e+00    6.465e-03    4.475e-04    6.922e-02    6.877e-02    3.599e-02    0.000e+00    0.000e+00    3.322e-02    3.146e-03     0.000e+00     1.725e-02   -1.607e-03     0.000e+00     0.000e+00            7.731e+01            2.959e+06           -1.000e+00            1.056e-02            0.000e+00       9.325e+01       3.569e+06       1.000e+00       2.543e-02       0.000e+00    8.846e-04    2.221e-04    2.234e-04    3.170e-03    2.787e-02    8.494e-04   -3.736e-01      1047432    5.281e-01      1057215   -4.457e-01      1026385    4.485e-01      1024805   -3.992e-01      1018003    4.488e-01      1023650   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.069e+00         9663   -1.100e+00         7365    1.161e+00         8901   -1.056e+01      1044876    1.294e+01      1039350   -1.309e+01      1025175    1.335e+01      1028957   -1.245e+01      1029037    1.255e+01      1025476   -1.134e+02       999950    1.293e+03      1047281   -4.371e-04   -1.291e-07   -1.455e-04   -6.211e-09    2.104e-03   -9.567e-08    1.017e-05   -5.031e-08   -1.688e-04    1.575e-08   -2.969e-03    3.196e-07
    4.928e+00    6.585e-03    4.568e-04    6.937e-02    6.891e-02    3.607e-02    0.000e+00    0.000e+00    3.330e-02    3.187e-03     0.000e+00     1.744e-02   -1.612e-03     0.000e+00     0.000e+00            7.757e+01            2.969e+06           -1.000e+00            1.052e-02            0.000e+00       9.362e+01       3.583e+06       1.000e+00       2.555e-02       0.000e+00    9.501e-04    2.267e-04    2.306e-04    3.170e-03    2.788e-02    8.486e-04   -3.740e-01      1038277    5.507e-01      1060814   -4.845e-01      1019632    5.151e-01      1025882   -4.293e-01      1025476    5.014e-01      1029037   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.098e+00         8889    1.160e+00         8901   -1.169e+01      1044049    1.030e+01      1041467   -1.141e+01      1025051    1.230e+01      1030170   -1.096e+01      1018851    1.343e+01      1017456   -1.690e+02      1015128    1.304e+03      1047281   -4.388e-04   -1.767e-07   -1.455e-04    4.396e-09    2.102e-03   -5.556e-07    1.173e-05   -2.589e-07   -1.690e-04    1.347e-08   -2.973e-03    5.492e-07
    4.981e+00    6.402e-03    4.450e-04    6.950e-02    6.906e-02    3.626e-02    0.000e+00    0.000e+00    3.324e-02    3.228e-03     0.000e+00     1.763e-02   -1.618e-03     0.000e+00     0.000e+00            7.783e+01            2.979e+06           -1.000e+00            1.063e-02            0.000e+00       9.397e+01       3.597e+06       1.000e+00       2.563e-02       0.000e+00    8.942e-04    2.247e-04    2.253e-04    3.170e-03    2.787e-02    8.507e-04   -3.464e-01      1033867    5.543e-01      1050770   -6.052e-01      1028771    5.032e-01      1021546   -4.902e-01      1016879    4.571e-01      1015292   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.099e+00         8889    1.160e+00         8901   -1.121e+01      1046285    1.161e+01      1041102   -1.407e+01      1029615    1.359e+01      1021430   -1.176e+01      1023093    1.392e+01      1017108   -1.177e+02      1014909    1.304e+03      1046384   -4.407e-04   -1.032e-07   -1.454e-04    3.901e-09    2.098e-03   -4.386e-07    1.471e-05   -3.260e-07   -1.691e-04    1.105e-08   -2.976e-03    3.236e-07
    5.035e+00    7.050e-03    4.913e-04    6.970e-02    6.920e-02    3.644e-02    0.000e+00    0.000e+00    3.325e-02    3.263e-03     0.000e+00     1.782e-02   -1.624e-03     0.000e+00     0.000e+00            7.812e+01            2.990e+06           -1.000e+00            1.074e-02            0.000e+00       9.433e+01       3.611e+06       1.000e+00       2.570e-02       0.000e+00    9.117e-04    2.219e-04    2.258e-04    3.170e-03    2.787e-02    8.510e-04   -4.305e-01      1036360    5.155e-01      1051036   -4.295e-01      1030335    4.347e-01      1030464   -5.788e-01      1029037    4.355e-01      1029959   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.069e+00         9663   -1.099e+00         7365    1.160e+00         8901   -1.089e+01      1026819    1.217e+01      1044691   -1.480e+01      1028771    1.169e+01      1014792   -1.207e+01      1016973    1.122e+01      1015292   -1.323e+02      1015328    1.321e+03      1046436   -4.420e-04   -1.880e-07   -1.455e-04   -2.122e-08    2.094e-03   -1.664e-07    1.789e-05   -3.516e-07   -1.692e-04    1.698e-08   -2.979e-03    2.065e-07
    5.088e+00    7.540e-03    5.269e-04    6.988e-02    6.935e-02    3.656e-02    0.000e+00    0.000e+00    3.332e-02    3.300e-03     0.000e+00     1.801e-02   -1.629e-03     0.000e+00     0.000e+00            7.841e+01            3.001e+06           -1.000e+00            1.070e-02            0.000e+00       9.468e+01       3.624e+06       1.000e+00       2.586e-02       0.000e+00    9.784e-04    2.227e-04    2.239e-04    3.170e-03    2.787e-02    8.493e-04   -3.801e-01      1046608    5.204e-01      1053094   -4.103e-01      1003516    4.551e-01      1020041   -3.907e-01      1019577    4.214e-01      1014662   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.069e+00         9663   -1.098e+00         7365    1.161e+00         8901   -1.276e+01      1042371    1.134e+01      1030662   -1.361e+01      1023714    1.179e+01      1029156   -1.428e+01      1021392    1.307e+01      1018454   -1.356e+02      1014664    1.323e+03      1046436   -4.449e-04   -3.865e-07   -1.459e-04   -4.430e-08    2.093e-03    2.070e-08    2.078e-05   -1.904e-07   -1.694e-04    1.396e-08   -2.982e-03    2.611e-07
    5.142e+00    7.143e-03    4.999e-04    6.999e-02    6.949e-02    3.672e-02    0.000e+00    0.000e+00    3.327e-02    3.343e-03     0.000e+00     1.820e-02   -1.636e-03     0.000e+00     0.000e+00            7.867e+01            3.011e+06           -1.000e+00            1.076e-02            0.000e+00       9.502e+01       3.637e+06       1.000e+00       2.596e-02       0.000e+00    9.274e-04    2.248e-04    2.268e-04    3.170e-03    2.787e-02    8.495e-04   -4.514e-01      1030662    5.393e-01      1054656   -4.236e-01      1028198    4.566e-01      1023714   -4.382e-01      1018454    5.256e-01      1018576   -3.036e+00         7487    3.180e+00         8895   -3.673e+00         8127    1.067e+00         9663   -1.098e+00         7365    1.161e+00         8901   -1.148e+01      1046480    1.039e+01      1035613   -1.147e+01      1017456    1.338e+01      1020041   -1.249e+01      1028108    1.203e+01      1017765   -1.194e+02      1002114    1.314e+03      1042165   -4.480e-04   -2.661e-07   -1.463e-04   -4.119e-08    2.091e-03   -2.540e-07    2.180e-05   -4.015e-08   -1.695e-04    9.333e-09   -2.985e-03    3.228e-07
    5.196e+00    7.193e-03    5.045e-04    7.013e-02    6.963e-02    3.685e-02    0.000e+00    0.000e+00    3.328e-02    3.386e-03     0.000e+00     1.839e-02   -1.644e-03     0.000e+00     0.000e+00            7.893e+01            3.021e+06           -1.000e+00            1.079e-02            0.000e+00       9.537e+01       3.650e+06       1.000e+00       2.606e-02       0.000e+00    9.522e-04    2.186e-04    2.202e-04    3.170e-03    2.787e-02    8.506e-04   -3.824e-01      1042626    5.643e-01      1054931   -4.348e-01      1028643    4.185e-01      1018580   -5.162e-01      1017765    4.774e-01      1017294   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.068e+00         9663   -1.100e+00         7365    1.161e+00         8901   -1.095e+01      1030662    1.273e+01      1041974   -1.149e+01      1023458    1.189e+01      1030995   -1.332e+01      1017106    1.199e+01      1018576   -1.263e+02      1000963    1.338e+03      1046384   -4.494e-04   -9.722e-08   -1.466e-04   -2.385e-08    2.087e-03   -5.773e-07    2.339e-05   -2.504e-07   -1.696e-04    1.148e-08   -2.989e-03    5.294e-07
    5.249e+00    7.049e-03    4.953e-04    7.026e-02    6.977e-02    3.698e-02    0.000e+00    0.000e+00    3.329e-02    3.431e-03     0.000e+00     1.857e-02   -1.649e-03     0.000e+00     0.000e+00            7.917e+01            3.030e+06           -1.000e+00            1.081e-02            0.000e+00       9.572e+01       3.664e+06       1.000e+00       2.617e-02       0.000e+00    9.554e-04    2.211e-04    2.222e-04    3.170e-03    2.787e-02    8.498e-04   -4.005e-01      1047304    5.601e-01      1056952   -4.602e-01      1030543    4.046e-01      1018580   -4.587e-01      1015202    4.774e-01      1023646   -3.036e+00         7487    3.180e+00         8895   -3.670e+00         8127    1.070e+00         9663   -1.100e+00         7365    1.161e+00         8901   -1.069e+01      1042154    1.111e+01      1046414   -1.227e+01      1017259    1.149e+01      1024803   -1.383e+01      1017623    1.221e+01      1030505   -1.297e+02      1015500    1.318e+03      1034078   -4.512e-04   -1.973e-07   -1.468e-04   -4.293e-09    2.085e-03   -2.646e-07    2.562e-05   -1.468e-07   -1.697e-04    1.477e-08   -2.992e-03    1.940e-07
    5.303e+00    7.269e-03    5.119e-04    7.042e-02    6.991e-02    3.718e-02    0.000e+00    0.000e+00    3.324e-02    3.473e-03     0.000e+00     1.877e-02   -1.654e-03     0.000e+00     0.000e+00            7.944e+01            3.041e+06           -1.000e+00            1.097e-02            0.000e+00       9.606e+01       3.677e+06       1.000e+00       2.621e-02       0.000e+00    9.063e-04    2.211e-04    2.231e-04    3.170e-03    2.787e-02    8.485e-04   -3.646e-01      1046414    5.750e-01      1057764   -4.743e-01      1022291    4.846e-01      1017259   -4.224e-01      1015146    5.062e-01      1017259   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.099e+00         8889    1.159e+00         8901   -9.271e+00      1046671    1.139e+01      1034568   -1.421e+01      1027114    1.317e+01      1019484   -1.237e+01      1024356    1.255e+01      1017901   -1.396e+02      1012604    1.332e+03      1046436   -4.533e-04   -1.661e-07   -1.468e-04    2.628e-09    2.082e-03   -1.240e-07    2.642e-05   -1.260e-07   -1.699e-04    2.155e-08   -2.992e-03   -6.418e-08
    5.356e+00    7.972e-03    5.630e-04    7.062e-02    7.006e-02    3.731e-02    0.000e+00    0.000e+00    3.331e-02    3.512e-03     0.000e+00     1.896e-02   -1.661e-03     0.000e+00     0.000e+00            7.973e+01            3.052e+06           -1.000e+00            1.095e-02            0.000e+00       9.640e+01       3.690e+06       1.000e+00       2.636e-02       0.000e+00    9.807e-04    2.186e-04    2.186e-04    3.170e-03    2.787e-02    8.497e-04   -3.755e-01      1033507    5.584e-01      1056740   -5.585e-01      1028771    4.619e-01      1024662   -4.851e-01      1017901    4.670e-01      1030372   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.067e+00         9663   -1.099e+00         8889    1.160e+00         8901   -1.225e+01      1039044    1.045e+01      1033778   -1.182e+01      1017183    1.245e+01      1031122   -1.219e+01      1024996    1.306e+01      1027101   -1.293e+02      1006333    1.339e+03      1039585   -4.556e-04   -3.127e-07   -1.468e-04   -2.762e-09    2.078e-03   -3.998e-07    2.898e-05   -3.344e-07   -1.701e-04    1.967e-08   -2.995e-03    4.321e-07
    5.410e+00    7.898e-03    5.588e-04    7.075e-02    7.019e-02    3.746e-02    0.000e+00    0.000e+00    3.329e-02    3.555e-03     0.000e+00     1.915e-02   -1.670e-03     0.000e+00     0.000e+00            7.999e+01            3.062e+06           -1.000e+00            1.098e-02            0.000e+00       9.673e+01       3.703e+06       1.000e+00       2.649e-02       0.000e+00    9.716e-04    2.166e-04    2.182e-04    3.170e-03    2.786e-02    8.515e-04   -3.286e-01      1037586    5.364e-01      1058870   -4.375e-01      1018865    4.332e-01      1024278   -5.012e-01      1017232    4.180e-01      1020103   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.069e+00         9663   -1.099e+00         7365    1.161e+00         8901   -1.104e+01      1044876    1.363e+01      1033765   -1.763e+01      1028771    1.229e+01      1028616   -1.279e+01      1026779    1.305e+01      1021639   -1.325e+02      1012867    1.338e+03      1044955   -4.590e-04   -3.730e-07   -1.469e-04   -2.168e-08    2.074e-03   -3.129e-07    3.180e-05   -1.979e-07   -1.703e-04    1.107e-08   -3.000e-03    5.155e-07
    5.463e+00    7.801e-03    5.529e-04    7.088e-02    7.033e-02    3.761e-02    0.000e+00    0.000e+00    3.327e-02    3.601e-03     0.000e+00     1.934e-02   -1.678e-03     0.000e+00     0.000e+00            8.024e+01            3.071e+06           -1.000e+00            1.104e-02            0.000e+00       9.707e+01       3.715e+06       1.000e+00       2.657e-02       0.000e+00    9.469e-04    2.200e-04    2.209e-04    3.169e-03    2.786e-02    8.496e-04   -4.139e-01      1033765    5.495e-01      1057079   -4.517e-01      1019659    5.223e-01      1028771   -3.978e-01      1023291    5.088e-01      1025600   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.068e+00         9663   -1.100e+00         7365    1.162e+00         8901   -1.130e+01      1047306    1.083e+01      1047304   -1.272e+01      1018865    1.212e+01      1024278   -1.517e+01      1017232    1.398e+01      1029831   -1.274e+02       999995    1.348e+03      1046564   -4.613e-04   -2.108e-07   -1.472e-04   -3.795e-08    2.072e-03   -2.910e-07    3.278e-05   -3.846e-08   -1.704e-04    9.836e-09   -3.004e-03    1.828e-07
    5.517e+00    7.653e-03    5.434e-04    7.101e-02    7.046e-02    3.771e-02    0.000e+00    0.000e+00    3.329e-02    3.651e-03     0.000e+00     1.953e-02   -1.684e-03     0.000e+00     0.000e+00            8.048e+01            3.080e+06           -1.000e+00            1.101e-02            0.000e+00       9.740e+01       3.728e+06       1.000e+00       2.670e-02       0.000e+00    9.822e-04    2.132e-04    2.184e-04    3.170e-03    2.786e-02    8.479e-04   -3.829e-01      1033737    5.721e-01      1058904   -4.143e-01      1030813    4.496e-01      1018865   -4.654e-01      1029831    4.909e-01      1017360   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.099e+00         7365    1.161e+00         8901   -1.229e+01      1039094    1.137e+01      1046646   -1.123e+01      1028807    1.218e+01      1028064   -1.280e+01      1023291    1.417e+01      1025600   -1.216e+02      1000181    1.356e+03      1044401   -4.633e-04   -1.196e-07   -1.476e-04   -3.623e-08    2.069e-03   -5.932e-07    3.316e-05   -2.479e-08   -1.705e-04    8.119e-09   -3.005e-03    1.949e-07
    5.571e+00    7.595e-03    5.403e-04    7.114e-02    7.060e-02    3.790e-02    0.000e+00    0.000e+00    3.324e-02    3.699e-03     0.000e+00     1.972e-02   -1.691e-03     0.000e+00     0.000e+00            8.073e+01            3.090e+06           -1.000e+00            1.114e-02            0.000e+00       9.773e+01       3.741e+06       1.000e+00       2.676e-02       0.000e+00    9.354e-04    2.155e-04    2.136e-04    3.170e-03    2.786e-02    8.501e-04   -3.510e-01      1038318    5.612e-01      1060837   -4.154e-01      1023968    5.212e-01      1030468   -4.149e-01      1025600    4.287e-01      1017890   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.099e+00         7365    1.160e+00         8901   -1.022e+01      1022328    1.084e+01      1041706   -1.182e+01      1026702    1.141e+01      1018865   -1.257e+01      1029420    1.418e+01      1029807   -1.381e+02      1004546    1.375e+03      1044401   -4.641e-04   -1.225e-08   -1.479e-04   -1.769e-08    2.064e-03   -4.584e-07    3.372e-05   -1.613e-07   -1.706e-04    1.069e-08   -3.006e-03    1.509e-07
    5.624e+00    8.404e-03    5.995e-04    7.134e-02    7.074e-02    3.806e-02    0.000e+00    0.000e+00    3.328e-02    3.743e-03     0.000e+00     1.991e-02   -1.696e-03     0.000e+00     0.000e+00            8.100e+01            3.100e+06           -1.000e+00            1.119e-02            0.000e+00       9.806e+01       3.753e+06       1.000e+00       2.687e-02       0.000e+00    9.689e-04    2.161e-04    2.195e-04    3.170e-03    2.786e-02    8.508e-04   -4.113e-01      1037150    5.372e-01      1054316   -4.820e-01      1029811    4.063e-01      1020394   -4.394e-01      1017360    4.589e-01      1023732   -3.036e+00         7487    3.181e+00         8895   -3.671e+00         8127    1.068e+00         9663   -1.099e+00         7365    1.160e+00         8901   -9.757e+00      1037990    1.178e+01      1036660   -1.236e+01      1022961    1.218e+01      1030468   -1.252e+01      1018521    1.252e+01      1028446   -1.449e+02      1006461    1.389e+03      1044401   -4.654e-04   -2.681e-07   -1.479e-04   -1.278e-09    2.058e-03   -3.015e-07    3.765e-05   -5.524e-07   -1.707e-04    1.609e-08   -3.008e-03    3.629e-08
    5.678e+00    8.593e-03    6.143e-04    7.149e-02    7.088e-02    3.818e-02    0.000e+00    0.000e+00    3.332e-02    3.788e-03     0.000e+00     2.010e-02   -1.704e-03     0.000e+00     0.000e+00            8.126e+01            3.110e+06           -1.000e+00            1.117e-02            0.000e+00       9.838e+01       3.766e+06       1.000e+00       2.701e-02       0.000e+00    1.007e-03    2.143e-04    2.160e-04    3.170e-03    2.786e-02    8.502e-04   -3.900e-01      1010976    5.342e-01      1058845   -4.345e-01      1021549    4.199e-01      1029823   -4.153e-01      1017872    4.342e-01      1018521   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.069e+00         9663   -1.099e+00         8889    1.160e+00         8901   -1.169e+01      1036466    1.171e+01      1041032   -1.308e+01      1029811    1.232e+01      1027437   -1.460e+01      1030100    1.327e+01      1027026   -1.212e+02       999940    1.417e+03      1045215   -4.693e-04   -4.760e-07   -1.479e-04   -3.204e-09    2.052e-03   -7.293e-07    4.248e-05   -3.197e-07   -1.709e-04    1.075e-08   -3.010e-03    2.673e-07
    5.731e+00    8.353e-03    5.982e-04    7.161e-02    7.101e-02    3.835e-02    0.000e+00    0.000e+00    3.326e-02    3.838e-03     0.000e+00     2.029e-02   -1.713e-03     0.000e+00     0.000e+00            8.151e+01            3.120e+06           -1.000e+00            1.125e-02            0.000e+00       9.870e+01       3.778e+06       1.000e+00       2.710e-02       0.000e+00    9.568e-04    2.129e-04    2.117e-04    3.169e-03    2.786e-02    8.498e-04   -3.723e-01      1044160    5.480e-01      1057868   -4.075e-01      1002873    4.428e-01      1029811   -4.038e-01      1025598    4.897e-01      1030228   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.067e+00         9663   -1.099e+00         8889    1.160e+00         8901   -9.568e+00      1037941    1.170e+01      1040926   -1.150e+01      1021145    1.258e+01      1029823   -1.200e+01      1025865    1.315e+01      1029544   -1.220e+02      1002745    1.414e+03      1046979   -4.725e-04   -2.229e-07   -1.480e-04   -7.623e-09    2.046e-03   -7.234e-07    4.433e-05   -1.035e-07   -1.709e-04    8.483e-09   -3.012e-03    3.131e-07
    5.785e+00    8.318e-03    5.967e-04    7.174e-02    7.114e-02    3.844e-02    0.000e+00    0.000e+00    3.330e-02    3.890e-03     0.000e+00     2.048e-02   -1.720e-03     0.000e+00     0.000e+00            8.173e+01            3.128e+06           -1.000e+00            1.121e-02            0.000e+00       9.902e+01       3.790e+06       1.000e+00       2.723e-02       0.000e+00    9.899e-04    2.137e-04    2.188e-04    3.170e-03    2.785e-02    8.494e-04   -3.955e-01      1043744    5.451e-01      1057637   -4.273e-01      1027169    4.447e-01      1027360   -4.998e-01      1029141    4.404e-01      1019919   -3.036e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.068e+00         9663   -1.100e+00         7365    1.162e+00         8901   -1.155e+01      1044160    9.716e+00      1042316   -1.339e+01      1016982    1.153e+01      1026199   -1.167e+01      1023288    1.223e+01      1017448   -1.331e+02      1015277    1.405e+03      1046979   -4.741e-04   -1.943e-07   -1.481e-04   -8.448e-09    2.042e-03   -2.607e-07    4.431e-05    1.178e-07   -1.710e-04    1.158e-08   -3.013e-03   -5.170e-08
    5.838e+00    8.154e-03    5.859e-04    7.185e-02    7.127e-02    3.860e-02    0.000e+00    0.000e+00    3.326e-02    3.942e-03     0.000e+00     2.066e-02   -1.726e-03     0.000e+00     0.000e+00            8.196e+01            3.137e+06           -1.000e+00            1.130e-02            0.000e+00       9.932e+01       3.802e+06       1.000e+00       2.729e-02       0.000e+00    9.660e-04    2.092e-04    2.094e-04    3.170e-03    2.785e-02    8.493e-04   -3.059e-01      1035595    5.539e-01      1061194   -4.498e-01      1026324    4.641e-01      1016982   -4.551e-01      1017487    4.230e-01      1016855   -3.037e+00         7487    3.180e+00         8895   -3.671e+00         8127    1.070e+00         9663   -1.099e+00         7365    1.161e+00         8901   -1.204e+01      1043598    1.227e+01      1035344   -1.250e+01      1020276    1.213e+01      1028836   -1.438e+01      1029141    1.221e+01      1018667   -1.316e+02      1006844    1.427e+03      1044273   -4.762e-04   -1.503e-07   -1.482e-04   -2.655e-08    2.039e-03   -4.458e-07    4.248e-05    1.587e-07   -1.712e-04    1.392e-08   -3.012e-03   -1.826e-07
    5.892e+00    8.708e-03    6.272e-04    7.203e-02    7.140e-02    3.878e-02    0.000e+00    0.000e+00    3.326e-02    3.989e-03     0.000e+00     2.085e-02   -1.733e-03     0.000e+00     0.000e+00            8.222e+01            3.147e+06           -1.000e+00            1.140e-02            0.000e+00       9.963e+01       3.814e+06       1.000e+00       2.738e-02       0.000e+00    9.553e-04    2.136e-04    2.142e-04    3.170e-03    2.785e-02    8.495e-04   -4.587e-01      1035344    5.515e-01      1060521   -4.201e-01      1027624    4.700e-01      1018960   -4.159e-01      1020573    4.477e-01      1017575   -3.036e+00         7487    3.180e+00         8895   -3.672e+00         8127    1.068e+00         9663   -1.099e+00         8889    1.159e+00         8901   -8.531e+00      1046360    1.029e+01      1044677   -1.368e+01      1022814    1.279e+01      1028548   -1.279e+01      1023795    1.216e+01      1022856   -1.632e+02      1014890    1.431e+03      1044401   -4.775e-04   -1.269e-07   -1.486e-04   -3.811e-08    2.032e-03   -7.085e-07    4.282e-05   -2.392e-07   -1.713e-04    1.282e-08   -3.011e-03   -4.062e-08
    5.945e+00    9.164e-03    6.617e-04    7.220e-02    7.154e-02    3.890e-02    0.000e+00    0.000e+00    3.330e-02    4.037e-03     0.000e+00     2.104e-02   -1.740e-03     0.000e+00     0.000e+00            8.249e+01            3.157e+06           -1.000e+00            1.136e-02            0.000e+00       9.994e+01       3.825e+06       1.000e+00       2.754e-02       0.000e+00    1.014e-03    2.076e-04    2.103e-04    3.171e-03    2.785e-02    8.506e-04   -3.666e-01      1045395    5.345e-01      1056194   -4.377e-01      1023649    4.050e-01      1024353   -4.014e-01       999565    4.149e-01      1023682   -3.036e+00         7487    3.181e+00         8895   -3.672e+00         8127    1.067e+00         9663   -1.098e+00         8889    1.160e+00         8901   -1.126e+01      1044289    1.049e+01      1031630   -1.383e+01      1026337    1.298e+01      1017767   -1.176e+01      1024778    1.256e+01      1025831   -1.244e+02      1007622    1.410e+03      1034865   -4.795e-04   -2.832e-07   -1.489e-04   -1.295e-08    2.024e-03   -7.022e-07    4.673e-05   -4.080e-07   -1.714e-04    8.792e-09   -3.011e-03   -1.397e-08
