# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Ukin_new
# 14 Uelm_bnd
# 15 Uelm_out_mvw
# 16 Uelm_inj_mvw
# 17 Dens_solar_electron
# 18 Ntot_solar_electron
# 19 Zavg_solar_electron
# 20 Ukin_solar_electron
# 21 Urad_solar_electron
# 22 Dens_solar_proton
# 23 Ntot_solar_proton
# 24 Zavg_solar_proton
# 25 Ukin_solar_proton
# 26 Urad_solar_proton
# 27 Uelm_Ex
# 28 Uelm_Ey
# 29 Uelm_Ez
# 30 Uelm_Bx_m
# 31 Uelm_By_m
# 32 Uelm_Bz_m
# 33 ExMin
# 34 ExMinCell
# 35 ExMax
# 36 ExMaxCell
# 37 EyMin
# 38 EyMinCell
# 39 EyMax
# 40 EyMaxCell
# 41 EzMin
# 42 EzMinCell
# 43 EzMax
# 44 EzMaxCell
# 45 Bx_mMin
# 46 Bx_mMinCell
# 47 Bx_mMax
# 48 Bx_mMaxCell
# 49 By_mMin
# 50 By_mMinCell
# 51 By_mMax
# 52 By_mMaxCell
# 53 Bz_mMin
# 54 Bz_mMinCell
# 55 Bz_mMax
# 56 Bz_mMaxCell
# 57 JxMin
# 58 JxMinCell
# 59 JxMax
# 60 JxMaxCell
# 61 JyMin
# 62 JyMinCell
# 63 JyMax
# 64 JyMaxCell
# 65 JzMin
# 66 JzMinCell
# 67 JzMax
# 68 JzMaxCell
# 69 RhoMin
# 70 RhoMinCell
# 71 RhoMax
# 72 RhoMaxCell
# 73 PoyXmin
# 74 PoyXminInst
# 75 PoyYmin
# 76 PoyYminInst
# 77 PoyXmax
# 78 PoyXmaxInst
# 79 PoyYmax
# 80 PoyYmaxInst
#
#        time    Ubal_norm         Ubal         Utot         Uexp         Ukin         Urad    UmBWpairs         Uelm     Ukin_bnd  Ukin_out_mvw  Ukin_inj_mvw     Ukin_new     Uelm_bnd  Uelm_out_mvw  Uelm_inj_mvw  Dens_solar_electron  Ntot_solar_electron  Zavg_solar_electron  Ukin_solar_electron  Urad_solar_electron  Dens_solar_proton  Ntot_solar_proton  Zavg_solar_proton  Ukin_solar_proton  Urad_solar_proton      Uelm_Ex      Uelm_Ey      Uelm_Ez    Uelm_Bx_m    Uelm_By_m    Uelm_Bz_m        ExMin    ExMinCell        ExMax    ExMaxCell        EyMin    EyMinCell        EyMax    EyMaxCell        EzMin    EzMinCell        EzMax    EzMaxCell      Bx_mMin  Bx_mMinCell      Bx_mMax  Bx_mMaxCell      By_mMin  By_mMinCell      By_mMax  By_mMaxCell      Bz_mMin  Bz_mMinCell      Bz_mMax  Bz_mMaxCell        JxMin    JxMinCell        JxMax    JxMaxCell        JyMin    JyMinCell        JyMax    JyMaxCell        JzMin    JzMinCell        JzMax    JzMaxCell       RhoMin   RhoMinCell       RhoMax   RhoMaxCell      PoyXmin  PoyXminInst      PoyYmin  PoyYminInst      PoyXmax  PoyXmaxInst      PoyYmax  PoyYmaxInst
    0.000e+00    0.000e+00    0.000e+00    2.125e-02    2.125e-02    0.000e+00    0.000e+00    0.000e+00    2.125e-02    0.000e+00     0.000e+00     0.000e+00    0.000e+00    0.000e+00     0.000e+00     0.000e+00            0.000e+00            0.000e+00                  nan            0.000e+00            0.000e+00          0.000e+00          0.000e+00                nan          0.000e+00          0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    2.125e-02    0.000e+00    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    2.288e-01            0    2.288e-01            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00            0    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
    1.069e+00   -2.536e-04   -8.480e-06    3.343e-02    3.344e-02    1.191e-02    0.000e+00    0.000e+00    2.153e-02    5.163e-04     0.000e+00     0.000e+00    1.284e-02   -1.340e-04     0.000e+00     0.000e+00            4.024e+00            4.700e+01           -1.000e+00            3.715e-04            0.000e+00          8.561e+00          1.000e+02          1.000e+00          1.153e-02          0.000e+00    1.312e-04    1.075e-04    4.891e-06    3.146e-06    2.127e-02    1.085e-05   -4.559e-01         8117    2.989e-01         8120   -2.892e-01         8178    3.213e-01         7977   -3.633e-02         8077    3.097e-02         8146   -4.333e-02         8098    3.988e-02         8153    2.071e-01         8226    2.489e-01         8098   -6.463e-02         8234    4.649e-02         8128   -7.579e+00         8129    1.057e+01         8160   -7.013e+00         8078    1.362e+01         8106   -1.106e+01         8098    6.080e+00         8160   -5.599e+01         7969    1.318e+03         8107   -4.785e-06    3.759e-07   -4.848e-06   -6.195e-08   -1.210e-04    2.616e-06   -3.345e-06    4.606e-08
    2.139e+00    2.670e-03    1.155e-04    4.326e-02    4.315e-02    2.130e-02    0.000e+00    0.000e+00    2.197e-02    8.100e-04     0.000e+00     0.000e+00    2.327e-02   -5.620e-04     0.000e+00     0.000e+00            8.133e+00            9.500e+01           -1.000e+00            7.231e-04            0.000e+00          1.558e+01          1.820e+02          1.000e+00          2.057e-02          0.000e+00    5.074e-04    3.072e-04    2.593e-06    7.451e-06    2.113e-02    1.269e-05   -5.433e-01         8163    5.385e-01         8237   -4.473e-01         8036    5.114e-01         8171   -2.019e-02         7576    1.131e-02         6953   -4.133e-02         8112    6.046e-02         8119    1.960e-01         8240    2.658e-01         7984   -6.895e-02         8118    5.763e-02         8269   -1.193e+01         8117    1.009e+01         8118   -6.359e+00         8110    9.556e+00         8105   -1.438e+01         8112    9.450e+00         8124   -1.426e+02         8035    1.568e+03         8108    2.436e-05    1.692e-08   -1.487e-05   -2.217e-08   -5.621e-04    2.361e-06   -9.441e-06    9.337e-08
    3.215e+00    8.097e-03    4.347e-04    5.368e-02    5.325e-02    3.070e-02    0.000e+00    0.000e+00    2.298e-02    1.079e-03     0.000e+00     0.000e+00    3.376e-02   -6.863e-04     0.000e+00     0.000e+00            1.344e+01            1.570e+02           -1.000e+00            1.549e-03            0.000e+00          2.277e+01          2.660e+02          1.000e+00          2.915e-02          0.000e+00    1.144e-03    4.563e-04    2.137e-06    9.217e-06    2.135e-02    2.374e-05   -5.761e-01         8099    9.487e-01         8245   -5.571e-01         8040    5.220e-01         7958   -3.731e-02         8175    3.873e-02         8159   -5.917e-02         8126    5.935e-02         7991    1.896e-01         7992    2.623e-01         7984   -7.501e-02         8287    5.816e-02         8208   -9.367e+00         8103    1.597e+01         8091   -9.747e+00         8131    1.256e+01         8128   -1.166e+01         8133    1.232e+01         8123   -9.889e+01         8039    2.093e+03         8108    4.681e-06   -6.306e-07   -2.518e-05   -9.235e-08   -6.472e-04    6.655e-07   -1.866e-05    6.160e-08
    4.284e+00    1.105e-02    7.142e-04    6.463e-02    6.391e-02    4.063e-02    0.000e+00    0.000e+00    2.400e-02    1.502e-03     0.000e+00     0.000e+00    4.538e-02   -1.215e-03     0.000e+00     0.000e+00            1.849e+01            2.160e+02           -1.000e+00            2.639e-03            0.000e+00          3.022e+01          3.530e+02          1.000e+00          3.799e-02          0.000e+00    1.981e-03    5.466e-04    2.421e-06    1.388e-05    2.142e-02    2.819e-05   -6.122e-01         7992    1.169e+00         8235   -5.234e-01         7958    5.878e-01         7957   -1.343e-02         8035    1.507e-02         7185   -1.001e-01         8124    6.631e-02         8116    1.711e-01         7995    2.727e-01         8251   -8.209e-02         7990    1.139e-01         8233   -1.821e+01         8105    2.283e+01         8103   -1.952e+01         8118    1.626e+01         7992   -1.197e+01         8074    1.875e+01         8123   -1.066e+02         7969    2.133e+03         8107   -2.180e-04   -1.089e-06   -3.791e-05   -1.095e-07   -9.290e-04    5.417e-06   -3.025e-05    5.989e-08
    5.353e+00    1.353e-02    1.031e-03    7.622e-02    7.519e-02    5.114e-02    0.000e+00    0.000e+00    2.507e-02    1.921e-03     0.000e+00     0.000e+00    5.793e-02   -2.071e-03     0.000e+00     0.000e+00            2.474e+01            2.890e+02           -1.000e+00            4.617e-03            0.000e+00          3.852e+01          4.500e+02          1.000e+00          4.653e-02          0.000e+00    2.969e-03    7.561e-04    2.495e-06    1.479e-05    2.127e-02    5.622e-05   -7.968e-01         7988    1.359e+00         8235   -6.735e-01         8121    7.902e-01         8093   -1.145e-02         4685    3.028e-02         8092   -9.072e-02         8124    1.025e-01         7988    1.702e-01         7992    2.806e-01         7955   -1.276e-01         8116    1.080e-01         8099   -2.086e+01         8110    1.994e+01         8083   -1.891e+01         7977    1.659e+01         7955   -1.447e+01         8083    1.302e+01         7992   -1.734e+02         7864    2.160e+03         8107   -3.867e-04    1.520e-06   -5.427e-05   -1.006e-07   -1.590e-03    3.764e-06   -3.994e-05    1.002e-07
    6.422e+00    1.875e-02    1.655e-03    8.828e-02    8.663e-02    6.152e-02    0.000e+00    0.000e+00    2.676e-02    2.383e-03     0.000e+00     0.000e+00    7.077e-02   -3.017e-03     0.000e+00     0.000e+00            3.176e+01            3.710e+02           -1.000e+00            7.054e-03            0.000e+00          4.700e+01          5.490e+02          1.000e+00          5.446e-02          0.000e+00    4.128e-03    1.216e-03    2.094e-06    1.671e-05    2.133e-02    7.270e-05   -9.644e-01         7989    1.386e+00         8235   -9.749e-01         7965    9.102e-01         8122   -2.986e-02         8079    1.101e-02         5725   -1.172e-01         7997    7.584e-02         8162    1.611e-01         8120    2.830e-01         7954   -1.528e-01         8124    1.158e-01         8076   -3.177e+01         8154    2.246e+01         8140   -1.909e+01         7976    2.086e+01         8007   -1.397e+01         8159    1.660e+01         8124   -1.774e+02         7888    2.433e+03         8114   -5.885e-04   -1.187e-06   -8.239e-05   -1.221e-07   -2.282e-03    9.846e-06   -6.441e-05    9.487e-08
    7.492e+00    2.574e-02    2.602e-03    1.011e-01    9.848e-02    7.253e-02    0.000e+00    0.000e+00    2.855e-02    3.043e-03     0.000e+00     0.000e+00    8.455e-02   -4.279e-03     0.000e+00     0.000e+00            3.835e+01            4.480e+02           -1.000e+00            1.062e-02            0.000e+00          5.625e+01          6.570e+02          1.000e+00          6.191e-02          0.000e+00    5.495e-03    1.574e-03    2.415e-06    1.958e-05    2.133e-02    1.387e-04   -1.511e+00         7979    1.459e+00         8249   -8.762e-01         8073    8.313e-01         7850   -2.578e-02         7981    2.405e-02         8184   -1.087e-01         7998    6.833e-02         8032    1.784e-01         8109    3.071e-01         8030   -2.114e-01         7993    1.796e-01         8092   -2.831e+01         8094    3.476e+01         8146   -3.219e+01         7993    2.364e+01         7983   -1.307e+01         8158    1.443e+01         8106   -2.358e+02         7851    3.046e+03         8114   -6.852e-04   -4.840e-07   -1.240e-04   -4.393e-07   -3.363e-03    8.551e-06   -1.068e-04    2.910e-07
    8.568e+00    3.360e-02    3.729e-03    1.110e-01    1.073e-01    7.971e-02    0.000e+00    0.000e+00    3.127e-02    3.780e-03     0.000e+00     0.000e+00    9.578e-02   -6.004e-03     0.000e+00     0.000e+00            4.383e+01            5.120e+02           -1.000e+00            1.354e-02            0.000e+00          6.344e+01          7.410e+02          1.000e+00          6.617e-02          0.000e+00    7.465e-03    2.178e-03    2.110e-06    2.260e-05    2.141e-02    1.889e-04   -8.738e-01         8084    1.813e+00         8252   -1.009e+00         7957    1.186e+00         7982   -1.069e-02         7768    1.824e-02         7729   -1.096e-01         8155    9.525e-02         8011    1.756e-01         7991    3.038e-01         8029   -2.613e-01         8016    1.814e-01         8163   -3.607e+01         8164    3.068e+01         8181   -3.912e+01         8037    3.110e+01         8020   -1.330e+01         7955    1.523e+01         7979   -2.696e+02         7888    3.501e+03         8114   -8.883e-04   -2.972e-06   -1.877e-04   -2.372e-07   -4.771e-03    8.593e-06   -1.574e-04    1.469e-07
    9.637e+00    3.603e-02    4.402e-03    1.222e-01    1.178e-01    9.062e-02    0.000e+00    0.000e+00    3.156e-02    4.524e-03     0.000e+00     0.000e+00    1.094e-01   -8.386e-03     0.000e+00     0.000e+00            5.162e+01            6.030e+02           -1.000e+00            1.819e-02            0.000e+00          7.294e+01          8.520e+02          1.000e+00          7.243e-02          0.000e+00    7.913e-03    2.016e-03    2.294e-06    2.591e-05    2.141e-02    1.993e-04   -1.064e+00         8016    1.808e+00         8292   -8.991e-01         8002    1.156e+00         7922   -8.676e-03         6565    1.863e-02         8048   -1.165e-01         8027    1.036e-01         7980    1.596e-01         8018    2.867e-01         8028   -2.914e-01         8136    2.653e-01         8120   -3.046e+01         8110    4.817e+01         8146   -3.486e+01         8017    4.016e+01         7964   -1.466e+01         8028    2.320e+01         7997   -2.893e+02         7922    3.454e+03         8114   -1.200e-03   -3.113e-07   -2.269e-04   -2.972e-07   -6.727e-03    1.010e-05   -2.321e-04    1.121e-06
